Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
SDF,K+S Aktiengesellschaft,Materials,Germany,XTRA,4741.03,23.72,57.33,57.12,115.90,46.71,10.04,-20.47,13.59,1.93,-2.26,26.49,23.11,20.90,19.14,17.79,47.53,53.48,,0.84,32.11,12.26,-7.34,-1.45,-2.45,-2.16,-674.38,137.43,31.21,5.07,-6.30,-7.66,423.35,40.25,2.03,-11.84,-11.82,-9.51,-273.97,479.28,313.81,76.51,34.20,18.12,,,,,,,144.07,22.18,18.19,8.52,8.47,9.76
EVD,CTS Eventim AG & Co. KGaA,Communication Services,Germany,XTRA,5010.07,49.98,-22.34,-22.32,-6.89,22.14,32.97,373.85,6.87,5.86,16.82,60.90,61.65,62.52,61.28,60.38,35.94,41.67,,,58.78,-46.84,-31.00,-13.25,-7.24,-2.07,-58.78,-50.24,-33.68,-19.21,-11.33,-3.78,722.24,-55.18,-38.12,-22.24,-13.89,-6.73,-206.87,-18.67,-9.48,-1.45,1.88,7.62,,,,,,,-1312.40,-19.55,23.99,65.52,0.71,-7.20
BC8,Bechtle AG,Information Technology,Germany,XTRA,5202.63,39.54,-36.36,-35.77,-22.97,20.97,122.59,838.69,6.53,17.33,25.08,44.06,48.86,52.21,53.62,53.37,33.28,37.73,,1.39,5.05,-0.64,7.06,11.39,10.85,10.28,16.20,15.47,18.16,17.44,16.82,14.69,7.40,9.46,12.69,13.75,13.10,11.94,20.20,16.52,19.06,17.49,17.20,13.95,,,,,,,30.66,25.53,23.54,11.02,10.52,11.63
DWS,DWS Group GmbH & Co. KGaA,Financials,Germany,XTRA,5300.75,25.38,-23.57,-23.79,-30.22,-3.24,,,-1.09,,,31.86,33.24,34.09,35.05,35.58,31.13,35.59,,7.88,19.01,7.14,6.14,10.24,,,42.07,20.56,23.17,10.46,,,26.31,9.99,7.82,2.38,,,40.29,23.55,25.88,11.53,,,,,,,,,18.45,11.18,10.81,8.00,,
OSR,OSRAM Licht AG,Industrials,Germany,HMSE,5311.11,54.00,-0.34,0.81,,,,,,,,56.06,56.30,,,,6.92,5.42,,5.19,-12.27,-10.44,-9.71,-3.18,-7.61,-4.23,131.30,2.13,-11.29,-1.64,16.45,-6.64,-26.64,-27.42,-23.22,-11.15,-11.49,-8.60,-53.33,17.45,-4.94,2.63,31.63,-5.37,,,,,,,-5.97,-11.93,-12.39,-8.46,-4.38,2.02
UTDI,United Internet AG,Communication Services,Germany,XTRA,5358.14,27.48,-19.97,-19.97,-18.79,-0.65,-38.89,132.20,-0.21,-9.37,8.78,30.57,31.80,32.20,32.87,33.15,23.35,26.12,0.39,1.82,5.20,4.26,3.43,8.20,9.12,10.43,13.25,1.37,-0.88,4.00,6.74,12.20,11.23,4.29,3.12,7.38,9.31,10.34,43.34,-0.88,30.18,18.40,-1.01,9.88,,,,,,,-4.99,-9.56,29.43,36.06,33.57,10.46
KGX,KION GROUP AG,Industrials,Germany,XTRA,5480.40,40.03,-57.11,-57.59,-54.90,-24.39,-35.08,,-8.88,-8.27,,57.46,68.98,74.12,77.14,78.94,40.07,51.57,-17.19,3.75,23.41,8.12,8.79,13.00,11.93,8.95,87.04,5.98,8.62,15.60,13.98,10.45,23.42,4.03,6.36,10.20,9.46,7.88,163.96,11.78,12.43,18.28,18.16,19.58,,,,,,,-58.17,-50.35,-39.59,-32.06,-5.12,-15.89
HFG,HelloFresh SE,Consumer Staples,Germany,XTRA,5652.06,31.56,-53.27,-54.37,-61.83,277.06,,,55.46,,,38.61,47.89,56.67,62.63,64.91,62.25,73.36,3.13,,59.83,82.02,67.33,58.61,88.98,,-8.23,298.32,68.28,34.01,58.15,,59.59,83.79,69.98,63.32,93.77,,-30.60,401.08,45.88,22.25,50.63,,,,,,,,37.68,72.42,44.67,106.37,65.82,
G1A,GEA Group Aktiengesellschaft,Industrials,Germany,XTRA,6207.67,33.50,-28.63,-28.64,-0.08,45.59,6.51,102.65,13.30,1.27,7.31,37.20,39.76,40.23,39.77,38.98,24.78,28.95,2.33,2.69,1.46,-1.83,-0.87,0.92,0.58,-1.40,76.89,84.95,18.17,4.83,0.67,0.16,9.51,5.63,3.58,2.38,1.08,-0.09,215.17,33.76,39.08,1.41,-0.70,-0.22,,,,,,,474.01,19.91,0.34,-27.46,-18.22,8.17
LEG,LEG Immobilien SE,Real Estate,Germany,XTRA,6216.01,81.72,-30.60,-30.40,-30.14,-8.79,18.08,,-3.01,3.38,,100.48,106.77,112.04,116.22,116.89,25.79,31.30,,4.98,9.32,-0.49,7.54,1.51,6.94,6.23,10.49,9.94,7.95,6.61,10.26,11.18,10.31,9.58,7.70,6.76,9.58,8.26,26.48,45.14,26.87,24.39,41.10,65.02,,,,,,,17.76,21.76,22.33,20.71,19.82,17.10
UN01,Uniper SE,Utilities,Germany,XTRA,6324.81,16.55,-60.29,-60.58,-46.37,-31.71,17.01,,-11.91,3.19,,24.66,29.90,31.82,32.14,31.85,46.59,63.48,0.12,0.42,221.34,57.79,21.32,19.49,9.22,,-789.94,64.31,103.21,59.05,17.63,,211.20,67.95,35.66,13.37,8.61,,-1150.13,161.43,118.25,5.32,7.28,,,,,,,,-53.53,-33.79,-23.04,-12.27,-17.66,
RRTL,RTL Group S.A.,Communication Services,Luxembourg,XTRA,6408.83,39.66,-6.49,-6.65,-12.53,2.01,-22.17,7.86,0.66,-4.88,0.68,46.96,47.20,47.91,48.47,48.55,24.31,28.61,,11.28,10.30,-0.11,0.67,1.25,1.92,1.42,33.87,0.65,0.40,0.34,0.08,-0.05,3.31,-3.72,-2.63,-0.52,0.55,0.18,164.43,31.36,24.88,12.56,10.37,6.46,,,,,,,109.05,212.56,85.57,31.85,18.32,-4.68
ALV,Autoliv Inc.,Consumer Discretionary,Sweden,NYSE,6493.16,74.34,-26.89,-26.07,-23.00,12.11,5.84,136.80,3.87,1.14,9.00,78.86,86.20,88.30,89.34,91.51,37.17,44.45,0.25,3.42,10.51,-1.88,-1.75,0.77,-1.64,0.00,45.30,-6.03,-9.07,-4.30,-1.63,-2.70,21.27,-2.36,-4.06,-1.48,-2.50,-1.33,132.62,-2.97,31.71,-5.17,-1.03,-3.53,,,,,,,24.17,33.08,38.99,-4.93,-4.95,-2.64
1COV,Covestro AG,Materials,Germany,XTRA,6536.17,32.98,-34.34,-33.87,-35.22,-15.66,-36.10,,-5.50,-8.56,,43.64,46.84,49.21,50.55,51.41,32.20,37.79,0.78,10.31,48.54,13.19,2.85,5.96,4.40,,217.22,69.94,-4.04,12.21,23.65,,77.19,26.80,-1.95,6.10,10.72,,252.07,71.10,-3.94,15.24,28.99,,,,,,,,19.04,13.63,7.73,10.37,23.92,
ZAL,Zalando SE,Consumer Discretionary,Germany,XTRA,6619.25,24.71,-65.27,-65.05,-75.88,-36.67,-37.69,,-14.09,-9.02,,42.39,51.72,58.86,66.24,70.70,49.45,60.65,5.47,,29.72,26.38,24.33,23.26,24.65,35.13,12.04,51.65,51.10,15.93,31.00,21.44,27.46,25.01,23.79,21.87,24.02,33.57,3.72,53.36,65.85,14.24,25.77,14.65,,,,,,,3.31,14.75,13.08,9.18,9.65,35.31
RAA,RATIONAL Aktiengesellschaft,Industrials,Germany,XTRA,6619.44,557.50,-36.94,-36.34,-26.53,-4.54,29.02,257.22,-1.53,5.22,13.57,610.15,679.00,718.65,757.05,755.04,35.71,38.65,,1.79,20.04,-3.86,0.08,4.93,6.65,7.13,36.23,-15.47,-8.24,-1.26,1.92,4.69,19.20,-7.11,-2.06,2.53,5.05,6.24,54.39,-15.11,-7.71,-0.55,1.68,4.62,,,,,,,12.87,8.06,9.95,8.85,9.97,11.30
BAYR,Bank of Ayudhya Public Company Limited,Financials,Thailand,SET,6675.68,32.00,-8.66,-7.35,5.07,-10.91,-2.52,35.71,-3.77,-0.51,3.10,34.24,34.73,34.19,33.34,33.61,26.65,22.23,,2.66,17.91,-1.24,2.99,5.36,,,,,,,,,,,,,,,46.68,1.58,10.85,9.56,,,10.05,8.14,9.30,8.80,13.44,11.97,11.08,8.79,9.96,9.43,14.48,12.76
WCH,Wacker Chemie AG,Materials,Germany,XTRA,7024.23,135.40,8.05,7.73,7.52,109.02,63.28,208.99,27.77,10.29,11.93,153.46,148.06,150.54,147.88,145.14,38.58,45.23,,5.91,32.29,12.24,7.63,6.02,3.66,2.37,302.92,555.62,64.10,31.94,27.34,6.25,92.26,55.61,24.12,15.24,10.26,3.70,326.48,12.06,48.56,35.11,21.72,8.63,,,,,,,85.31,23.86,-0.84,5.00,6.69,1.45
NEM,Nemetschek SE,Information Technology,Germany,XTRA,7106.58,58.92,-47.44,-46.59,-9.07,13.07,187.14,2588.55,4.17,23.46,38.94,73.02,80.99,85.12,83.81,79.98,44.08,49.81,,0.66,14.17,10.62,13.78,14.99,17.61,15.23,39.91,17.71,20.16,20.11,21.14,19.64,18.93,10.68,13.68,15.54,17.78,15.46,38.86,2.89,20.75,23.46,23.07,20.53,,,,,,,3.99,22.75,17.44,18.35,19.51,27.89
LHA,Deutsche Lufthansa AG,Industrials,Germany,XTRA,7257.06,5.81,-5.94,-6.93,-13.67,-45.95,-55.77,5.25,-18.50,-15.04,0.51,6.86,6.73,6.61,7.10,7.66,46.64,51.27,-31.88,,23.64,-32.07,-22.09,-11.89,-7.92,-5.21,-67.01,9.53,-12.25,-9.04,7.73,7.34,-363.29,-47.63,-36.85,-22.33,-11.82,-8.85,-67.42,34.40,0.43,4.29,69.28,66.98,,,,,,,-2058.67,-40.79,-27.49,-11.64,2.36,-7.54
HLE,HELLA GmbH & Co. KGaA,Consumer Discretionary,Germany,XTRA,7536.20,64.95,4.76,3.95,11.94,64.37,75.72,,17.96,11.92,,61.57,61.84,61.45,61.23,60.27,23.90,26.45,,1.48,9.44,-4.46,-3.32,0.09,2.56,3.85,131.89,-21.53,-17.12,-6.24,-2.91,0.95,16.06,-7.53,-6.56,-2.22,0.72,3.30,-183.12,-24.59,-2.68,5.94,7.02,8.78,,,,,,,17.30,-8.33,0.57,5.15,10.26,11.48
O2D,Telefnica Deutschland Holding AG,Communication Services,Germany,XTRA,8622.98,2.78,21.25,20.85,32.13,38.31,-6.39,,11.38,-1.31,,2.71,2.63,2.57,2.53,2.50,26.82,28.59,,6.48,3.06,2.42,1.64,0.58,4.91,4.44,-85.33,-75.28,-24.93,-48.91,-34.47,-16.50,5.89,3.75,3.23,1.25,7.35,6.48,-35.67,-0.24,-2.83,3.69,-15.55,-9.20,,,,,,,455.67,-18.63,-15.14,-15.63,-21.20,-23.58
DHER,Delivery Hero SE,Consumer Discretionary,Germany,XTRA,8961.47,35.25,-64.03,-63.91,-69.15,-11.63,,,-4.03,,,38.41,55.26,69.99,80.86,86.22,76.34,100.77,-15.91,,136.89,117.52,106.49,82.42,82.15,,64.08,51.55,90.81,58.24,50.76,,154.60,101.06,53.61,42.69,50.76,,-21.93,118.04,206.52,42.47,43.91,,,,,,,,590.46,35.77,27.16,31.13,34.10,
CBK,Commerzbank AG,Financials,Germany,XTRA,9165.12,7.01,4.77,4.33,15.45,10.90,-30.63,-25.86,3.50,-7.05,-2.95,7.29,7.22,6.98,6.67,6.59,48.85,61.21,,,22.12,-1.06,-0.98,-1.55,,,,,,,,,,,,,,,-114.98,-14.27,-20.69,9.04,,,4.38,-1.11,0.47,0.17,1.41,1.86,6.04,2.75,3.40,1.60,2.77,2.74
DWNI,Deutsche Wohnen SE,Real Estate,Germany,XTRA,9268.45,22.36,-39.44,-40.01,-56.61,-27.64,-26.84,104.65,-10.20,-6.05,7.42,29.23,31.99,36.35,39.56,41.14,26.10,31.32,-8.10,0.18,-17.22,0.67,16.50,15.04,13.29,19.40,-6.19,-14.38,-0.07,2.40,4.58,16.57,-4.00,-9.32,7.65,7.45,7.37,18.22,-41.95,-24.27,-21.78,-11.15,0.35,33.02,,,,,,,26.87,15.00,12.80,15.80,21.86,31.37
KBX,Knorr-Bremse Aktiengesellschaft,Industrials,Germany,XTRA,9575.04,56.88,-32.59,-32.97,-40.93,-38.10,,,-14.74,,,69.77,76.01,80.42,84.09,87.17,30.79,36.75,,3.25,8.92,-1.59,0.62,4.32,3.86,4.82,6.91,-7.43,-3.23,1.53,1.61,6.58,6.10,-1.74,0.80,2.80,3.31,5.11,25.39,2.76,1.58,5.09,3.63,7.88,,,,,,,39.67,15.41,13.26,-0.09,3.02,9.09
HEI,HeidelbergCement AG,Materials,Germany,XTRA,9594.31,47.42,-16.49,-16.96,-32.30,-27.25,-35.83,54.08,-10.04,-8.48,4.41,54.59,56.88,58.81,61.72,63.84,29.11,35.39,4.15,5.06,6.37,-0.34,1.18,4.27,5.77,3.77,4.90,9.48,10.13,5.63,6.86,6.11,3.82,0.67,2.52,4.41,6.60,4.24,-182.23,26.98,15.45,21.77,20.18,17.59,,,,,,,63.53,20.92,25.10,14.17,11.56,16.70
TLX,Talanx AG,Financials,Germany,XTRA,9615.48,36.38,-10.84,-10.29,10.14,8.60,36.66,,2.78,6.44,,39.08,39.98,39.88,39.35,38.60,23.29,27.41,0.01,4.40,11.15,6.75,8.50,7.54,6.29,6.65,73.47,0.52,6.75,1.17,4.75,5.23,37.33,1.81,5.17,2.67,3.55,6.12,56.02,4.66,12.88,2.29,3.99,6.98,,,,,,,4.37,4.25,9.43,4.54,5.97,10.73
MTX,MTU Aero Engines AG,Industrials,Germany,XTRA,9653.76,173.00,-2.49,-2.68,-16.14,-15.93,48.72,242.71,-5.60,8.25,13.10,192.03,188.56,189.61,191.90,194.95,35.99,39.94,0.09,1.21,5.31,-4.87,-2.85,-2.42,0.97,3.63,14.01,-24.50,-13.88,-5.41,-0.22,1.64,10.56,-14.80,-6.72,-0.49,2.62,1.67,59.71,-31.85,-20.81,-6.59,1.83,3.38,,,,,,,11.19,14.47,17.06,47.08,15.85,18.96
PUM,PUMA SE,Consumer Discretionary,Germany,XTRA,9986.21,63.92,-39.88,-39.63,-36.08,10.39,102.24,198.22,3.34,15.11,11.54,72.91,82.17,87.70,91.12,91.57,34.63,43.53,,1.13,30.01,11.21,13.55,13.41,12.56,8.50,152.98,14.67,19.40,35.14,24.00,5.60,32.54,10.12,13.14,14.49,12.99,8.11,292.40,8.62,18.22,37.76,25.23,3.01,,,,,,,36.16,10.78,11.22,6.29,5.42,4.22
EVK,Evonik Industries AG,Materials,Germany,XTRA,10010.05,20.57,-24.28,-24.44,-23.45,-8.05,-7.91,,-2.75,-1.63,,25.30,26.32,26.67,27.09,27.39,25.24,31.29,0.04,5.69,22.59,6.81,4.07,3.27,2.11,0.28,47.73,3.09,-1.50,-2.24,2.40,-3.26,21.69,4.93,0.60,-0.63,1.73,-0.54,60.43,-40.48,-7.15,-2.44,3.97,-2.99,,,,,,,52.81,2.38,26.93,-5.58,-0.34,1.77
BNR,Brenntag SE,Industrials,Germany,XTRA,10019.27,62.10,-20.33,-20.35,-19.85,52.86,36.38,164.87,15.15,6.39,10.22,71.70,73.51,75.48,77.35,77.30,26.23,33.23,,2.33,21.94,5.91,4.65,6.50,5.31,5.18,11.18,5.41,4.81,4.30,4.38,3.70,17.76,10.99,9.24,7.35,7.57,6.69,-3.90,-1.99,-0.92,4.47,4.06,4.92,,,,,,,-9.22,13.41,14.13,48.74,38.26,5.91
RHM,Rheinmetall AG,Industrials,Germany,XTRA,10079.77,222.90,173.32,171.94,168.98,123.64,198.50,609.43,30.68,24.42,21.62,180.23,148.88,132.85,122.51,116.23,45.38,60.86,,1.48,4.68,-5.50,-3.11,0.20,2.72,2.42,45.69,12.48,7.58,12.17,33.20,7.47,10.12,-1.28,-0.05,3.33,5.29,3.29,-1177.78,-6.80,-1.55,7.79,48.82,3.17,,,,,,,40.26,13.03,10.13,12.60,23.38,11.29
AFX,Carl Zeiss Meditec AG,Health Care,Germany,XTRA,10535.61,112.80,-38.61,-38.67,-31.47,32.20,158.25,563.16,9.72,20.87,20.81,128.79,140.44,149.11,156.63,155.87,39.89,45.94,,0.80,23.31,6.23,8.74,8.64,8.86,8.06,109.34,18.42,23.52,19.36,17.50,13.96,29.74,7.83,10.83,10.79,10.25,8.83,93.06,21.61,23.16,19.16,17.82,13.45,,,,,,,21.32,12.82,6.85,16.73,13.54,10.94
QIAB,Qiagen N.V.,Health Care,Netherlands,XTRA,10617.46,40.00,,,0.00,,,,,,,,,,,,,,1.18,,20.39,21.45,14.45,10.97,7.64,6.77,22.40,51.20,29.23,27.13,18.47,12.90,17.14,18.73,12.74,12.12,7.90,7.09,42.71,251.64,39.12,44.84,23.59,18.23,,,,,,,-140.48,-29.24,32.06,-0.99,19.08,37.48
QIA,Qiagen N.V.,Health Care,Netherlands,XTRA,10617.46,44.37,-9.43,-9.41,7.07,24.32,51.41,236.72,7.50,8.64,12.90,43.15,44.13,44.68,44.65,43.84,25.83,28.75,1.18,,20.39,21.45,14.45,10.97,7.64,6.77,22.40,51.20,29.23,27.13,18.47,12.90,17.14,18.73,12.74,12.12,7.90,7.09,42.71,251.64,39.12,44.84,23.59,18.23,,,,,,,-140.48,-29.24,32.06,-0.99,19.08,37.48
BUZ1,Bunzl plc,Industrials,United Kingdom,DB,10865.41,30.80,-10.66,-9.21,12.17,38.63,28.49,199.46,11.47,5.14,11.58,33.93,33.74,32.97,32.52,31.61,29.91,34.63,-0.24,2.19,1.72,5.01,4.24,6.72,7.61,7.25,-4.93,9.24,8.83,7.82,8.41,8.28,-2.41,4.88,4.23,6.88,7.74,7.68,2.98,12.61,10.69,10.74,11.19,13.59,,,,,,,7.67,1.48,-6.47,-2.38,1.86,2.26
ENR,Siemens Energy AG,Industrials,Germany,XTRA,10903.89,14.61,-34.70,-35.45,-44.08,,,,,,,18.52,19.66,20.68,21.29,22.03,41.78,47.71,,0.68,3.73,-0.55,0.54,,,,-78.15,-12.84,12.20,,,,59.70,-9.62,-6.26,,,,-71.79,69.32,-6.09,,,,,,,,,,7.64,-17.05,-27.75,,,
CON,Continental Aktiengesellschaft,Consumer Discretionary,Germany,XTRA,14344.62,68.68,-23.70,-23.84,-37.75,-35.82,-54.01,45.09,-13.71,-14.37,3.79,69.79,77.38,82.94,89.10,94.51,38.84,46.62,,20.62,5.97,-12.87,-8.73,-3.60,-0.31,1.02,-73.16,-82.74,-71.56,-53.66,-40.82,-28.50,3.29,-14.49,-11.34,-6.39,-1.60,1.92,-251.26,8.98,-20.51,-12.29,-6.76,1.59,,,,,,,10.33,-7.63,-6.60,4.50,7.92,53.55
FME,Fresenius Medical Care AG & Co. KGaA,Health Care,Germany,XTRA,14691.14,48.01,-13.93,-14.02,-29.33,-26.10,-37.58,0.08,-9.57,-8.99,0.01,57.02,57.00,57.64,59.54,60.88,27.34,30.97,-0.05,2.81,-1.35,0.41,2.11,1.24,3.14,4.59,-23.21,-10.55,-5.77,-4.80,-1.00,0.19,-8.34,-3.00,-0.51,-2.00,1.24,2.81,-16.75,-10.11,-21.21,-3.26,0.76,0.29,,,,,,,-0.08,-5.36,40.22,-3.76,-3.35,6.06
SY1,Symrise AG,Materials,Germany,XTRA,15223.71,104.30,-19.20,-19.36,-11.35,26.75,76.29,395.38,8.20,11.99,17.34,104.66,110.16,112.44,114.45,113.94,24.48,30.98,,0.98,8.67,5.95,6.65,5.67,8.80,9.22,24.35,8.81,9.65,6.36,8.45,9.17,6.35,4.26,6.01,4.34,7.32,8.51,22.18,13.50,10.84,8.24,10.62,9.85,,,,,,,423.97,324.14,402.39,12.33,3.11,29.92
FRE,Fresenius SE & Co. KGaA,Health Care,Germany,XTRA,16995.36,29.14,-15.40,-15.63,-31.93,-34.58,-57.37,23.26,-13.16,-15.66,2.11,32.44,33.47,34.99,36.93,38.12,26.92,30.76,-0.25,3.16,3.43,2.94,3.82,4.95,7.09,8.65,-11.12,-6.76,-3.14,-1.60,3.41,4.39,-0.52,-0.42,1.43,1.53,5.96,6.68,6.50,-1.74,-3.56,3.11,7.91,10.17,,,,,,,2.86,-3.94,0.71,2.05,1.25,5.46
HNR1,Hannover Rck SE,Financials,Germany,XTRA,17259.65,137.05,-14.69,-14.89,-0.60,7.34,57.90,347.54,2.38,9.56,16.15,148.91,155.24,155.68,154.71,153.17,28.24,34.16,0.00,4.20,13.42,10.35,11.53,10.32,9.41,7.94,63.13,1.91,5.09,1.79,3.68,7.91,68.91,0.91,1.07,-0.47,1.45,5.44,39.44,-2.08,5.14,1.01,3.23,7.35,,,,,,,8.16,6.38,10.85,5.60,6.60,9.11
DBK,Deutsche Bank Aktiengesellschaft,Financials,Germany,XTRA,18194.80,8.57,-20.53,-21.21,-20.95,29.14,-43.11,-59.65,8.87,-10.66,-8.67,10.68,10.97,11.02,10.94,11.04,44.18,53.60,,2.33,12.63,5.60,0.31,-2.65,,,,,,,,,,,,,,,407.45,-32.57,109.38,11.82,,,9.51,4.67,-0.31,0.99,-1.03,2.22,10.59,5.53,0.88,1.42,0.38,4.71
PAH3,Porsche Automobil Holding SE,Consumer Discretionary,Germany,XTRA,21049.89,65.82,-18.43,-18.65,-26.08,27.65,56.71,125.90,8.45,9.39,8.48,78.54,80.26,81.63,83.01,84.40,40.58,48.36,,7.25,71.64,529.48,254.57,441.04,,,0.00,79.74,-10.71,-2.22,-9.43,-5.63,70.83,579.26,274.28,440.52,,,74.08,1.79,9.36,27.15,6.01,61.86,,,,,,,18.14,9.73,8.36,8.63,5.41,7.08
DTG,Daimler Truck Holding AG,Industrials,Germany,XTRA,21768.35,25.33,-21.55,-22.04,,,,,,,,26.77,,,,,43.26,41.59,,,10.42,-7.27,-3.10,,,,370.05,-18.79,-11.06,,,,32.16,-8.47,-4.26,,,,-1741.26,16.44,9.09,,,,,,,,,,91.82,25.45,19.61,,,
EOAN,E.ON SE,Utilities,Germany,XTRA,22798.74,8.37,-27.81,-27.91,-11.03,1.08,24.76,-21.58,0.36,4.52,-2.40,10.27,10.79,10.82,10.80,10.69,25.13,30.50,-2.22,5.86,26.77,37.55,37.90,15.08,-5.19,-3.66,1073.09,379.86,137.03,110.38,34.86,31.18,-99.69,-93.20,-81.56,-62.88,-55.71,-44.29,361.26,73.97,13.33,-11.10,5.81,7.77,,,,,,,-47.98,-16.32,64.77,5.63,0.79,-5.05
SRT3,Sartorius Aktiengesellschaft,Health Care,Germany,XTRA,23094.56,325.50,-45.14,-44.80,-26.44,81.63,292.65,2541.42,21.94,31.42,38.70,368.30,421.77,453.18,469.93,462.10,41.97,48.32,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEI,Beiersdorf Aktiengesellschaft,Consumer Staples,Germany,XTRA,23345.11,98.56,9.87,9.04,-2.94,-4.49,11.23,109.44,-1.51,2.15,7.67,92.82,91.84,92.59,94.75,95.49,23.40,28.48,,0.71,8.57,-0.17,1.78,2.47,2.80,3.08,9.59,-4.89,-2.00,-0.59,2.28,3.93,7.89,-0.82,1.59,1.85,2.72,2.06,13.93,-5.74,-4.30,-2.09,2.71,9.82,,,,,,,11.22,7.45,5.38,6.90,8.80,8.39
VNA,Vonovia SE,Real Estate,Germany,XTRA,24807.97,30.59,-34.05,-33.76,-37.36,-13.80,11.60,,-4.82,2.22,,39.38,42.53,45.19,47.57,48.50,28.25,33.66,-31.40,5.43,30.93,19.94,9.41,8.97,20.35,14.75,17.23,14.61,10.76,14.06,22.83,11.05,14.71,12.31,9.90,13.39,21.14,13.51,-18.00,50.27,5.13,2.75,31.10,20.28,,,,,,,34.38,26.90,23.85,23.07,26.55,29.93
RWE,RWE Aktiengesellschaft,Utilities,Germany,XTRA,26149.06,37.03,6.03,6.96,22.37,84.08,154.68,60.10,22.49,20.53,4.81,39.12,37.90,36.50,35.53,34.81,30.98,36.37,-9.10,2.43,78.44,36.38,22.28,-10.92,-8.66,-6.75,-42.44,9.72,94.89,37.16,-7.68,-10.14,82.82,32.01,28.51,-8.93,-8.72,-7.99,-31.40,-70.90,22.32,-33.75,-12.34,-9.07,,,,,,,-21.85,-12.21,7.85,1.73,22.82,25.67
HEN3,Henkel AG & Co. KGaA,Consumer Staples,Germany,XTRA,26626.34,59.80,-13.28,-13.89,-31.35,-25.30,-44.84,36.42,-9.24,-11.21,3.15,63.42,66.72,69.49,72.45,75.88,26.00,32.57,,3.09,4.24,-0.12,0.28,1.40,2.90,2.55,14.86,-9.80,-8.22,-3.58,0.08,2.44,0.85,-1.28,-0.65,-0.04,2.11,2.37,16.05,-11.47,-10.95,-4.46,0.05,3.48,,,,,,,72.49,55.34,100.88,42.82,18.83,30.17
HEN,Henkel AG & Co. KGaA,Consumer Staples,Germany,XTRA,26626.34,59.35,-10.90,-11.67,-21.27,-20.63,-37.08,64.53,-7.39,-8.84,5.10,62.25,64.80,66.68,68.72,70.72,24.00,30.14,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1,Deutsche Brse AG,Financials,Germany,XTRA,30612.72,159.65,10.69,11.14,9.31,36.38,92.95,392.32,10.87,14.03,17.26,158.51,154.96,152.58,151.12,149.37,20.22,23.15,,2.00,17.38,14.93,12.03,9.08,8.95,6.33,1.84,2.29,3.13,8.86,8.43,3.62,7.93,8.25,7.59,7.77,7.80,5.03,12.02,9.77,13.64,-1.01,6.82,3.53,,,,,,,-252.09,2.99,8.39,4.71,120.77,16.58
BSP,BAE Systems plc,Industrials,United Kingdom,XTRA,31631.52,9.60,49.01,50.06,62.21,61.87,56.32,149.35,11.93,9.34,8.56,8.69,8.05,7.73,7.51,7.28,25.92,32.57,1.57,3.13,1.27,3.27,5.09,1.87,3.42,0.94,7.65,5.81,6.49,4.52,6.12,1.02,0.44,2.78,4.59,3.34,4.29,1.64,35.33,9.14,20.69,14.00,13.16,3.55,,,,,,,-39.95,-7.23,-5.82,-11.43,-8.89,-5.18
ADS,adidas AG,Consumer Discretionary,Germany,XTRA,32484.72,170.02,-31.60,-31.84,-45.45,-35.54,9.43,245.64,-13.58,1.82,13.19,196.09,214.44,230.14,245.69,253.62,33.80,40.33,7.67,1.94,15.18,-5.23,-1.05,2.81,5.57,4.77,168.56,-13.60,-6.16,5.97,10.73,7.96,16.73,-6.42,-1.79,3.42,6.51,5.46,389.81,3.48,7.53,15.78,23.24,13.19,,,,,,,39.94,16.51,13.22,13.07,11.00,11.95
