Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
000001,Ping An Bank Co. Ltd.,Financials,China,SZSE,38024.92,13.24,-19.66,-18.92,-38.76,-3.06,29.72,175.33,-1.03,5.34,10.65,14.91,15.65,16.38,17.00,18.08,35.16,34.63,,,15.29,10.33,11.99,9.60,,,,,,,,,,,,,,,25.61,13.52,13.55,9.96,,,8.60,12.40,18.10,14.36,17.10,18.03,8.83,13.50,20.35,16.34,17.36,19.74
000002,China Vanke Co. Ltd.,Real Estate,China,SZSE,28960.03,17.62,-10.83,-14.88,-20.78,-33.03,-12.21,152.78,-12.50,-2.57,9.71,18.73,19.31,19.41,19.93,20.99,43.94,44.10,10.99,7.09,8.04,10.94,15.01,13.49,17.51,20.22,-29.03,-19.28,-9.31,7.20,13.14,12.57,-20.64,-14.92,-4.70,6.49,12.08,12.86,-45.75,-23.88,-12.63,1.39,5.25,8.87,,,,,,,1.59,10.19,13.76,14.63,14.28,15.49
000004,Shenzhen GuoHua Network Security Technology Co. Ltd.,Health Care,China,SZSE,190.93,8.27,-57.42,-61.91,-64.07,-59.28,-65.76,-21.98,-25.86,-19.27,-2.45,14.37,16.43,16.99,17.84,17.79,54.50,57.85,,,3.00,63.38,-7.65,0.09,20.01,14.52,-6.05,42.11,60.07,15.79,50.30,17.07,-23.33,43.12,-18.62,10.20,26.50,15.42,-887.81,1181.65,192.85,66.91,101.30,67.15,,,,,,,8.63,12.25,63.74,37.93,34.98,22.49
000005,Shenzhen Fountain Corporation,Industrials,China,SZSE,264.75,1.69,-26.52,-26.52,-22.83,-44.77,-66.80,-39.43,-17.94,-19.77,-4.88,2.00,2.08,2.10,2.11,2.08,32.78,32.45,-2.78,,-3.86,-16.69,-7.60,-4.46,32.76,19.70,-89.01,38.55,115.59,17.24,7.63,1.79,0.72,-29.39,-20.75,-13.18,25.49,37.34,-135.94,-10.79,-2.24,5.05,18.19,28.40,,,,,,,14.23,-3.22,2.09,4.65,9.63,6.80
000006,Shenzhen Zhenye (Group) Co.Ltd.,Real Estate,China,SZSE,829.14,4.15,-4.32,-3.89,-10.72,-15.63,-42.33,23.55,-5.50,-10.41,2.13,4.46,4.45,4.41,4.46,4.59,36.23,45.55,,2.92,5.24,-9.02,7.13,-1.66,4.12,1.78,-8.36,-18.66,4.65,4.56,6.85,2.17,-3.81,-11.70,10.52,6.10,6.41,-0.30,-37.35,-17.77,-14.75,-7.00,0.92,2.24,,,,,,,3.82,6.54,7.25,8.84,9.18,10.66
000007,Shenzhen Quanxinhao Co. Ltd.,Consumer Discretionary,China,SZSE,404.54,7.89,29.56,20.64,63.02,22.14,-50.29,-23.40,6.89,-11.93,-2.63,6.82,6.62,6.14,5.77,5.43,42.50,37.75,,,348.64,119.55,68.36,39.12,0.32,2.05,72.10,61.42,-53.54,-13.59,10.20,-0.22,25.00,18.83,11.43,9.63,-12.27,-10.91,-132.52,33.92,-41.16,-12.52,4.09,21.50,,,,,,,57.09,-30.50,-19.05,-19.74,-13.11,-9.21
000008,China High-Speed Railway Technology Co. Ltd.,Industrials,China,SZSE,956.78,2.38,-19.05,-13.77,9.68,-34.39,-67.01,95.82,-13.10,-19.87,6.94,2.51,2.54,2.46,2.40,2.38,45.72,48.73,,,15.50,-17.07,-4.77,3.38,32.61,21.71,-135.98,-73.94,-55.95,-37.81,12.17,-2.53,2.00,-31.20,-16.12,-5.34,27.64,17.76,55.89,79.17,62.48,21.72,109.90,44.98,,,,,,,-38.62,-25.41,-17.51,-8.63,19.24,14.33
000009,China Baoan Group Co. Ltd.,Industrials,China,SZSE,4660.68,12.21,-15.38,-15.38,-44.89,165.42,83.78,191.09,38.41,12.93,11.26,12.04,12.90,14.41,16.25,15.59,64.95,52.36,-0.87,0.25,65.11,21.11,14.37,22.24,22.26,15.79,100.04,15.29,1.63,25.72,30.45,14.13,45.85,9.88,4.91,20.02,20.51,12.87,56.49,85.44,69.20,34.72,19.17,14.39,,,,,,,18.54,26.86,20.24,15.44,14.39,10.48
000010,Shenzhen Ecobeauty Co. Ltd.,Industrials,China,SZSE,548.38,3.50,-7.16,-8.85,-10.03,-5.41,-31.10,-3.78,-1.83,-7.17,-0.38,3.61,3.65,3.71,3.74,3.79,47.31,61.41,,,24.73,-3.66,71.98,10.77,33.68,25.31,-2.22,-29.02,-41.75,-0.10,13.91,30.66,16.54,-15.86,-9.39,1.64,39.50,16.92,-41.12,-28.95,-68.23,-10.07,-15.23,16.68,,,,,,,8.85,15.33,14.78,-26.88,-7.57,21.40
000011,ShenZhen Properties & Resources Development (Group) Ltd.,Real Estate,China,SZSE,863.71,10.39,-5.92,-2.92,-10.38,16.43,-34.83,95.82,5.20,-8.20,6.94,11.94,11.75,11.67,11.72,11.86,43.37,55.15,0.00,6.54,9.44,6.48,9.98,16.88,19.80,12.13,13.95,7.48,15.53,22.35,20.58,13.61,10.43,8.98,21.51,22.49,21.82,13.29,25.72,10.80,12.88,23.12,13.35,14.42,,,,,,,20.06,19.24,4.94,13.99,12.40,15.93
000012,CSG Holding Co. Ltd.,Materials,China,SZSE,2286.69,6.51,-32.68,-27.26,-44.06,63.45,3.29,28.19,17.78,0.65,2.50,6.95,7.80,8.28,8.91,9.01,45.72,38.08,0.82,3.07,27.72,14.08,8.71,8.72,9.89,5.12,68.65,55.74,48.28,19.57,20.42,5.99,48.43,32.40,24.26,14.70,15.70,6.24,96.24,68.85,50.02,13.90,8.33,2.64,,,,,,,14.53,11.73,9.60,9.69,4.57,5.40
000014,Shahe Industrial Co. Ltd,Real Estate,China,SZSE,280.12,7.82,19.04,7.99,22.76,-1.27,-43.16,4.22,-0.42,-10.67,0.41,8.66,8.00,7.49,7.20,7.09,52.52,68.03,,0.64,85.11,21.02,21.48,0.67,3.28,4.84,423.48,33.53,37.38,16.58,-6.73,-4.61,59.39,26.68,25.60,10.03,-3.04,-0.44,709.81,29.62,-37.63,4.37,-7.42,-4.69,,,,,,,3.78,2.05,1.61,4.76,4.86,5.17
000016,Konka Group Co. Ltd.,Consumer Discretionary,China,SZSE,1498.77,5.42,-16.49,-14.00,-11.64,36.40,11.79,247.20,10.89,2.25,13.24,5.39,5.71,5.84,6.02,6.08,40.75,41.83,,0.92,-2.47,-5.61,2.11,19.32,14.17,11.72,22.53,23.57,43.12,37.03,19.63,22.74,-40.22,-25.51,-17.59,-10.16,-7.24,-3.78,89.55,106.64,30.08,56.75,50.15,43.20,,,,,,,23.37,15.45,7.54,25.55,11.62,7.83
000017,Shenzhen China Bicycle Company (Holdings) Limited,Consumer Discretionary,China,SZSE,221.51,4.03,12.89,10.11,-2.89,-7.78,-51.62,16.81,-2.66,-13.50,1.56,3.63,3.60,3.59,3.67,3.58,52.94,65.94,0.33,,40.21,47.43,11.28,3.08,-3.50,-6.43,-137.62,-57.28,-17.88,-16.58,-19.83,-12.94,-13.15,35.38,3.01,-4.37,0.85,-4.28,-152.48,-47.42,7.66,-5.27,-12.06,-25.88,,,,,,,-18.22,18.36,-11.35,-4.72,2.73,-40.87
000019,Shenzhen Cereals Holdings Co. Ltd.,Consumer Staples,China,SZSE,1216.44,7.32,8.40,-0.86,3.07,13.47,-28.83,77.49,4.30,-6.57,5.90,8.05,7.67,7.49,7.41,7.43,40.83,52.67,0.00,3.42,-14.68,-4.25,-1.96,105.99,60.59,41.36,17.29,11.47,12.69,50.47,85.06,58.15,15.43,7.60,7.11,74.93,34.38,33.55,5.83,8.60,11.61,34.72,64.20,50.95,,,,,,,0.57,2.42,3.71,36.91,26.53,19.31
000020,Shenzhen Zhongheng Huafa Co. Ltd.,Information Technology,China,SZSE,273.74,8.80,-3.93,-7.56,-10.20,-17.14,-54.17,25.36,-6.07,-14.08,2.28,9.12,9.18,9.11,9.20,9.22,38.45,49.47,,,10.68,3.01,6.32,4.34,1.40,-1.34,0.65,2.94,12.02,6.34,-11.58,-6.00,3.09,-3.91,5.47,-1.20,-3.34,-0.25,5.44,14.85,29.78,5.70,-0.93,-3.58,,,,,,,3.00,3.06,2.55,2.06,3.86,3.07
000021,Shenzhen Kaifa Technology Co. Ltd.,Information Technology,China,SZSE,2692.98,11.66,-25.40,-20.70,-31.50,51.90,43.77,145.44,14.94,7.52,9.38,11.22,12.55,13.20,13.99,14.64,34.68,38.76,-8.56,1.29,10.16,11.66,0.88,1.82,0.03,-1.21,-35.32,2.79,412.86,18.82,16.48,13.87,-6.70,12.30,28.90,14.61,17.60,12.02,-9.54,48.36,10.51,29.32,23.81,11.92,,,,,,,32.55,20.67,14.94,12.64,9.78,8.74
000023,Shenzhen Universe Group Co. Ltd.,Materials,China,SZSE,211.10,10.28,-24.36,-23.63,-27.71,-24.60,-60.52,73.53,-8.97,-16.94,5.66,11.66,12.07,12.28,12.66,13.14,44.88,59.49,,,-17.01,-10.09,-2.80,7.94,4.43,6.34,-73.13,-58.52,-37.41,-12.17,-9.51,-7.04,-45.40,-24.70,-12.62,1.30,0.30,0.80,566.74,2.15,26.31,39.74,17.41,19.05,,,,,,,-11.29,-6.67,-1.38,1.54,2.18,2.61
000025,Shenzhen Tellus Holding Co. Ltd.,Consumer Discretionary,China,SZSE,1398.20,23.67,58.35,58.35,63.26,17.88,-29.70,449.86,5.63,-6.80,18.56,17.37,16.53,16.02,15.89,15.70,56.93,77.73,,0.11,19.82,-5.64,7.07,9.42,1.29,2.35,66.11,5.43,94.38,22.93,85.87,27.25,47.22,5.13,23.64,10.39,10.79,9.10,127.21,-22.77,14.66,36.95,43.72,50.78,,,,,,,9.88,6.47,11.45,10.45,39.00,22.81
000026,FIYTA Precision Technology Co. Ltd.,Consumer Discretionary,China,SZSE,562.75,9.41,-18.28,-19.30,-32.84,36.38,-11.19,16.41,10.89,-2.34,1.53,9.90,10.49,10.76,11.22,11.84,36.70,42.04,0.26,3.19,23.57,18.98,15.53,11.86,6.94,7.43,28.35,33.93,24.65,21.30,9.90,7.59,21.62,14.16,11.39,9.96,6.75,7.98,31.87,34.03,28.26,28.51,15.02,10.47,,,,,,,7.86,6.72,5.65,5.01,9.31,7.93
000027,Shenzhen Energy Group Co. Ltd.,Utilities,China,SZSE,4604.61,6.54,-17.03,-13.50,-30.42,37.73,25.83,125.39,11.25,4.70,8.46,6.42,6.91,7.27,7.54,7.94,36.95,35.32,,2.68,54.34,23.15,19.44,22.77,14.14,8.18,3.44,-1.95,10.70,10.94,7.08,11.99,3.43,-2.77,8.28,13.28,9.54,11.97,-46.57,11.86,45.52,9.58,0.65,6.59,,,,,,,20.31,8.02,14.67,10.84,9.13,7.52
000028,China National Accord Medicines Corporation Ltd.,Health Care,China,SZSE,1681.90,28.28,-21.95,-21.57,-20.62,-30.95,-61.57,4.01,-11.60,-17.39,0.39,30.64,32.02,32.58,33.17,34.27,27.31,34.68,-0.16,2.12,14.60,13.80,16.60,10.63,16.16,16.26,4.80,8.87,12.34,7.33,12.67,15.19,13.66,16.64,16.29,11.70,22.48,19.76,-4.67,2.67,3.35,2.41,10.79,15.07,,,,,,,9.68,-0.20,3.13,9.45,14.17,25.58
000029,Shenzhen Special Economic Zone Real Estate & Properties (Group) Co. Ltd.,Real Estate,China,SZSE,1362.98,10.00,28.67,26.25,32.91,,-9.44,180.36,,-1.68,10.85,9.27,8.74,8.32,8.08,7.98,49.44,64.54,,0.88,-18.22,-28.01,-15.32,-10.90,-6.61,2.55,-23.39,-39.20,-27.35,-8.68,-7.30,5.60,-19.17,-35.89,-19.13,-0.86,-1.40,6.79,-23.91,-36.78,-24.02,-6.65,-4.19,8.12,,,,,,,3.71,3.63,5.73,8.34,8.99,9.97
000030,FAWER Automotive Parts Limited Company,Consumer Discretionary,China,SZSE,1384.01,5.52,-21.58,-17.11,-6.90,40.97,7.33,,12.12,1.42,,5.53,6.07,6.17,6.16,6.26,46.52,42.88,1.48,5.43,15.43,12.90,17.77,16.98,14.38,9.54,-55.24,-39.92,-8.59,-11.71,-8.92,-6.10,-2.35,-0.65,4.76,5.13,5.95,4.45,-6.64,-2.82,-1.54,4.45,4.31,6.45,,,,,,,3.09,4.69,4.64,6.80,7.63,11.64
000031,Grandjoy Holdings Group Co. Ltd.,Real Estate,China,SZSE,2226.57,3.51,-5.90,-9.07,-1.13,-43.06,-51.01,-11.17,-17.10,-13.29,-1.18,3.97,3.89,3.78,3.71,3.72,39.94,49.66,-0.27,,10.84,12.29,24.34,18.78,24.79,22.63,-9.21,-15.00,0.81,13.85,23.18,17.78,-13.89,-15.53,-0.85,9.66,17.48,15.84,-127.79,-77.10,-62.65,-31.64,-21.75,-12.78,,,,,,,3.56,-1.01,5.54,24.20,16.53,14.29
000032,Shenzhen SED Industry Co. Ltd.,Information Technology,China,SZSE,2425.12,14.39,-30.18,-38.51,-21.17,,,,,,,16.66,18.25,18.17,18.12,,44.95,44.05,-6.49,0.69,33.21,26.40,28.02,,,,14.29,15.27,31.64,,,,20.91,26.83,34.22,,,,69.48,21.46,42.08,,,,,,,,,,194.85,54.50,220.58,,,
000034,Digital China Group Co. Ltd.,Information Technology,China,SZSE,1437.44,15.22,-2.50,-1.82,-14.35,24.70,-35.33,274.63,7.63,-7.86,14.10,15.00,15.39,15.41,15.87,16.28,38.70,43.06,11.94,1.25,32.94,18.74,14.35,24.73,118.85,75.81,6.13,3.09,2.31,17.19,158.21,77.20,22.02,7.63,7.36,14.32,81.18,51.24,-61.85,-41.74,-22.55,-10.03,21.34,30.51,,,,,,,100.44,69.25,98.25,7.41,51.92,43.42
000035,China Tianying Inc.,Industrials,China,SZSE,1861.62,5.03,-14.66,-13.94,15.00,-10.95,-24.68,3.44,-3.79,-5.51,0.32,5.09,5.30,5.25,5.10,5.01,43.24,47.28,6.40,1.99,-5.83,5.26,123.40,83.85,67.75,127.56,-32.25,-8.89,44.95,32.39,27.68,47.22,-9.91,1.20,62.82,45.84,39.29,97.69,11.54,1.11,49.89,28.05,22.61,42.03,,,,,,,-100.16,-96.04,-72.29,-52.08,-49.58,-39.54
000036,China Union Holdings Ltd.,Real Estate,China,SZSE,847.71,3.86,-9.51,-10.95,-9.30,-7.63,-25.55,95.29,-2.61,-5.73,6.91,4.05,4.15,4.22,4.23,4.16,42.90,44.08,,1.76,-30.43,-22.93,-17.36,-2.82,37.24,14.02,-37.60,-27.73,-20.46,-6.58,97.12,17.32,-34.20,-29.16,-21.63,-5.77,40.01,14.10,-26.28,-29.50,-25.14,-21.33,42.31,19.33,,,,,,,1.34,0.25,1.09,8.07,14.98,11.20
000037,Shenzhen Nanshan Power Co. Ltd.,Utilities,China,SZSE,422.89,7.69,-1.91,3.64,-7.35,-36.65,-26.14,67.10,-14.10,-5.87,5.26,7.02,7.17,7.33,7.47,7.64,53.81,61.78,0.00,,-23.15,-21.30,-26.22,-13.62,-6.74,-10.95,-464.85,140.03,103.42,153.86,-13.87,-15.57,-157.96,-18.18,-6.67,-3.69,-21.37,-21.41,-786.38,320.09,183.66,-19.58,4.15,38.01,,,,,,,-21.58,-9.78,-6.19,-3.36,3.97,-0.58
000038,Shenzhen Capstone Industrial Co.Ltd.,Communication Services,China,SZSE,334.23,4.32,-49.71,-49.47,-58.06,-51.57,-77.67,,-21.45,-25.13,,6.41,7.24,7.58,8.05,8.64,40.22,53.74,0.00,,6.05,10.96,-4.47,17.03,40.10,36.71,-147.23,3.40,-46.01,-32.59,-4.20,13.59,11.64,16.65,-1.50,-13.09,85.23,20.56,-892.44,126.94,-37.24,21.99,43.90,76.98,,,,,,,-19.84,-10.40,-5.32,-4.13,53.51,30.46
000039,China International Marine Containers (Group) Co. Ltd.,Industrials,China,SZSE,6041.04,13.03,-24.07,-21.46,-22.48,29.11,-4.18,41.10,8.88,-0.85,3.50,13.65,14.61,15.30,15.78,15.89,31.91,28.28,-0.73,2.15,73.85,38.11,20.53,26.21,12.89,9.82,363.30,158.99,61.89,46.51,23.85,10.98,116.36,51.14,30.25,24.59,14.28,9.17,24.59,107.89,25.40,65.33,15.18,6.09,,,,,,,3.45,9.56,7.65,11.23,13.01,11.00
000040,Tunghsu Azure Renewable Energy Co.Ltd.,Utilities,China,SZSE,732.76,3.33,-14.83,-9.76,21.09,-47.43,-74.39,-16.95,-19.28,-23.83,-1.84,3.18,3.34,3.39,3.36,3.24,46.07,37.19,,,11.68,-24.53,-23.55,0.54,20.74,16.84,48.44,-27.32,-22.35,-3.88,10.92,7.38,48.74,-13.62,-18.90,0.96,9.81,8.99,-42.18,-21.47,-19.17,27.47,41.04,15.47,,,,,,,-3.50,-6.38,-6.73,-0.13,36.11,27.36
000042,Shenzhen Centralcon Investment Holding Co. Ltd.,Real Estate,China,SZSE,870.76,8.85,10.21,6.77,9.94,-5.87,-44.27,2.73,-1.99,-11.02,0.27,8.60,8.40,8.12,8.03,8.12,50.32,61.68,,0.36,-18.89,9.67,2.99,1.34,16.08,16.30,-55.56,-32.64,-31.99,-11.91,-3.04,0.56,-34.73,-16.03,-18.86,-5.33,4.74,6.07,-26.81,-48.85,-22.75,-4.59,-5.53,-4.29,,,,,,,2.20,3.20,3.44,6.48,13.59,12.31
000045,Shenzhen Textile (Holdings) Co. Ltd.,Information Technology,China,SZSE,491.65,6.93,-26.56,-24.33,-25.70,1.63,-36.63,-5.50,0.54,-8.71,-0.56,7.44,7.99,8.36,8.52,8.51,34.76,36.17,0.25,0.72,8.76,3.09,21.71,13.87,9.55,12.40,-25.39,-39.34,-33.40,-20.78,-19.05,2.92,31.82,87.24,95.11,58.08,121.12,9.92,64.11,76.29,38.58,-6.86,-8.46,2.26,,,,,,,1.39,1.42,5.83,3.78,3.71,7.74
000046,Oceanwide Holdings Co. Ltd.,Financials,China,SZSE,999.71,1.30,-30.85,-34.01,-38.68,-75.19,-83.42,-64.54,-37.14,-30.16,-9.84,1.64,1.73,1.77,1.84,1.98,45.79,52.81,,,11.15,-22.90,-8.79,-18.16,2.01,16.60,543.09,43.45,84.20,7.70,18.01,36.33,-113.02,-74.14,-53.42,-44.08,-25.36,-3.71,143.51,220.62,129.52,29.34,32.65,45.88,,,,,,,-73.67,-55.36,-39.95,-25.24,-11.43,-7.42
000048,Shenzhen Kingkey Smart Agriculture Times Co.Ltd,Consumer Staples,China,SZSE,1472.07,19.01,15.76,15.43,4.75,49.58,13.26,316.42,14.35,2.52,15.31,20.12,19.56,19.09,18.97,19.14,40.04,51.39,,6.84,-20.88,-19.07,-2.13,15.59,5.99,9.25,-50.85,-37.93,-4.84,93.90,17.02,27.74,-31.61,-21.79,2.33,41.83,17.07,25.61,-55.07,-40.53,-3.81,130.68,19.21,-2.13,,,,,,,-8.75,9.03,39.55,32.24,30.86,23.99
000049,Shenzhen Desay Battery Technology Co. Ltd.,Industrials,China,SZSE,2029.96,45.68,-20.02,-10.51,-0.63,177.67,36.71,194.78,40.51,6.45,11.40,38.40,42.77,41.96,41.88,42.42,58.07,55.07,0.01,1.64,0.38,2.75,4.12,17.42,17.25,24.11,0.52,5.79,7.42,17.92,13.92,17.15,7.39,8.02,8.61,16.57,14.94,14.50,18.53,25.72,25.52,25.47,19.03,20.86,,,,,,,22.12,25.72,23.50,23.89,24.33,27.20
000050,Tianma Microelectronics Co. Ltd.,Information Technology,China,SZSE,3390.00,9.32,-27.87,-26.92,-36.50,-34.22,-53.29,59.80,-13.02,-14.11,4.79,10.00,10.91,11.43,12.04,12.35,26.67,30.57,,1.50,8.88,2.52,3.26,24.28,19.18,21.30,-19.66,27.87,43.62,56.38,27.90,37.01,4.49,7.29,8.88,21.53,18.70,26.25,4.61,36.37,18.56,22.07,14.10,31.32,,,,,,,5.68,16.20,11.76,21.46,24.03,40.35
000055,China Fangda Group Co. Ltd.,Industrials,China,SZSE,642.58,5.22,6.28,6.92,14.83,7.08,-21.87,123.27,2.31,-4.81,8.35,4.37,4.52,4.55,4.53,4.50,39.25,45.33,0.03,0.96,18.58,8.80,5.28,-3.28,9.06,10.19,-38.91,-12.07,42.53,-16.58,18.57,12.68,39.23,-1.69,7.75,-12.73,12.83,11.89,-42.94,-20.07,-53.75,-20.46,12.57,12.99,,,,,,,2.51,3.32,2.13,18.79,25.52,19.02
000056,Shenzhen Wongtee International Enterprise Co. Ltd.,Real Estate,China,SZSE,549.07,3.70,-35.31,-55.58,39.10,-12.32,-71.01,-48.33,-4.28,-21.91,-6.38,6.28,6.32,5.68,5.18,4.89,72.63,72.34,2.70,,10.02,-13.03,-7.37,18.28,33.67,44.16,25.28,-8.82,2.81,20.64,8.48,14.41,18.43,-6.51,-1.02,18.43,50.26,40.23,296.07,381.35,133.72,59.66,11.42,24.45,,,,,,,-27.76,-20.61,-13.89,-7.95,2.71,39.27
000058,Shenzhen SEG Co.Ltd,Real Estate,China,SZSE,846.54,5.41,-19.46,-15.83,-9.81,1.33,-28.98,0.85,0.44,-6.61,0.07,5.68,5.87,5.88,5.87,5.85,48.69,56.74,,0.18,42.10,15.58,7.35,6.45,14.94,16.40,109.81,13.19,-0.91,4.86,12.18,41.84,17.85,-1.51,-6.17,6.39,16.73,16.18,78.91,-23.11,18.53,-28.38,-0.60,-3.89,,,,,,,3.40,0.62,0.95,-4.68,5.62,5.16
000059,North Huajin Chemical Industries Co.Ltd,Materials,China,SZSE,1309.00,5.53,-21.40,-26.73,-21.40,-6.38,-44.54,-12.86,-2.17,-11.11,-1.37,6.37,6.69,6.75,6.84,6.92,43.51,39.92,,3.94,26.66,-1.34,1.35,5.78,-1.85,0.26,88.82,-3.82,-8.44,-14.59,16.58,-1.58,130.04,20.66,9.09,-0.42,17.72,3.76,175.47,-5.12,-7.91,-13.09,-7.21,0.60,,,,,,,6.54,3.12,3.36,7.57,8.01,8.09
000060,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,Materials,China,SZSE,2306.58,4.17,-13.28,-13.80,-11.84,-0.96,-38.93,-18.79,-0.32,-9.38,-2.06,4.49,4.63,4.77,4.89,4.86,39.03,36.03,,2.27,47.12,39.65,30.58,24.17,8.84,9.08,60.17,33.28,-3.70,15.09,15.28,-2.82,34.22,13.57,-0.17,9.79,8.68,-1.55,17.75,17.26,8.40,29.38,13.93,2.11,,,,,,,-3.54,6.86,6.45,15.44,19.83,16.15
000061,Shenzhen Agricultural Products Group Co. Ltd.,Consumer Staples,China,SZSE,1454.11,5.79,-8.39,-9.38,6.05,10.82,-33.47,16.41,3.48,-7.75,1.53,6.25,6.24,6.29,6.16,6.09,37.94,45.46,0.89,1.21,28.91,19.76,21.14,15.16,13.87,8.59,12.96,13.25,17.15,72.71,23.49,18.64,16.24,13.49,15.92,13.56,8.37,7.48,18.67,9.84,106.06,33.43,23.71,6.11,,,,,,,8.24,9.32,12.39,8.36,10.86,9.62
000062,Shenzhen Huaqiang Industry Co. Ltd.,Information Technology,China,SZSE,1773.88,11.46,-31.68,-31.20,-28.09,-7.39,-30.23,201.60,-2.53,-6.94,11.66,12.41,13.79,14.19,14.51,14.74,38.77,38.28,,2.62,39.86,26.14,24.63,32.73,35.90,42.04,57.11,23.01,11.35,23.06,13.94,22.69,61.15,26.90,11.54,19.36,12.07,19.56,41.46,18.41,8.82,15.71,9.19,33.42,,,,,,,18.03,14.44,15.98,6.76,10.06,10.16
000063,ZTE Corporation,Information Technology,China,SZSE,15434.04,23.48,-28.99,-27.91,-33.18,-26.84,0.32,132.08,-9.89,0.06,8.77,24.65,27.12,28.55,29.99,30.14,34.77,38.56,-0.45,2.13,12.88,12.34,10.23,2.50,4.98,2.88,18.74,13.06,116.32,85.10,16.47,11.69,23.73,10.36,13.20,5.33,6.66,4.39,59.33,11.33,1.24,29.70,14.54,12.71,,,,,,,23.75,22.96,27.49,7.26,10.68,7.58
000065,Norinco International Cooperation Ltd.,Industrials,China,SZSE,1184.49,7.99,4.61,10.13,14.63,5.66,-39.95,201.36,1.85,-9.69,11.65,8.51,8.42,8.33,8.22,8.17,47.24,56.43,0.03,0.78,1.55,8.62,9.35,8.29,23.23,17.36,8.91,-6.55,10.87,12.41,19.46,18.70,8.40,-6.76,-1.88,6.04,22.11,19.75,-16.99,-6.02,1.92,6.23,19.00,23.87,,,,,,,17.09,18.70,23.94,19.87,32.12,23.87
000066,China Greatwall Technology Group Co. Ltd.,Information Technology,China,SZSE,4420.73,9.26,-34.60,-38.02,-36.94,-3.81,0.49,152.27,-1.28,0.10,9.68,10.88,11.93,12.38,12.98,13.15,40.00,44.43,-14.24,,23.15,28.09,21.13,-24.84,-18.92,-13.57,-57.42,-24.99,-10.44,-17.82,-3.60,13.52,4.46,13.89,14.76,-15.34,-10.64,-3.49,-35.59,-26.79,-18.91,24.53,72.64,19.43,,,,,,,7.19,7.46,11.64,13.20,28.98,14.27
000068,Shenzhen Huakong Seg Co. Ltd.,Information Technology,China,SZSE,564.64,3.79,9.54,10.50,45.77,-9.33,-42.58,-44.35,-3.21,-10.49,-5.02,3.22,3.25,3.20,3.12,3.05,49.97,58.63,,,309.24,103.90,65.65,25.75,45.68,69.38,-14.64,19.18,-16.58,21.57,-7.40,3.12,46.87,4.28,12.51,-8.71,17.68,42.74,-41.16,303.64,-9.73,57.85,-1.46,9.11,,,,,,,-36.05,-36.07,-29.23,-21.43,22.87,-1.08
000069,Shenzhen Overseas Chinese Town Co.Ltd.,Consumer Discretionary,China,SZSE,6530.60,5.49,-20.61,-26.17,-26.17,-16.64,-30.49,1.45,-5.88,-7.01,0.14,6.29,6.60,6.61,6.71,6.99,42.27,44.18,-5.53,1.82,25.25,30.73,28.67,23.66,18.80,19.47,-39.32,-12.61,-5.57,6.98,7.20,11.20,-36.67,-13.15,-4.17,6.25,5.58,10.71,-70.05,-44.51,-28.91,-11.22,-3.21,1.80,,,,,,,2.43,7.75,10.38,12.06,16.88,19.42
000070,Shenzhen SDG Information Co. Ltd.,Information Technology,China,SZSE,818.71,6.55,0.77,1.08,-15.16,-39.42,-24.39,136.40,-15.37,-5.43,8.97,5.77,6.04,6.18,6.45,6.64,42.50,51.07,,,-2.79,-0.70,-6.99,-0.09,13.32,13.92,-701.09,68.76,11.63,13.55,30.21,30.09,-85.31,-63.39,-51.23,-33.41,-16.22,-6.79,-5503.48,38.34,30.91,25.87,41.08,32.61,,,,,,,-24.98,-22.97,-8.00,-0.90,4.45,7.13
