Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
CIX,CI Financial Corp.,Financials,Canada,TSX,2019.45,13.67,-47.16,-46.29,-37.53,-28.97,-39.29,-6.19,-10.76,-9.48,-0.64,16.95,19.60,21.77,22.32,22.30,29.10,33.75,13.57,5.27,34.25,13.74,7.08,7.19,5.63,6.29,24.28,8.47,2.83,6.81,4.14,5.98,38.34,14.38,7.32,8.94,7.06,6.41,-14.00,-12.81,-12.81,-4.04,-3.49,0.83,,,,,,,69.71,55.77,33.31,47.31,48.67,23.84
CJ,Cardinal Energy Ltd.,Energy,Canada,TSX,899.57,7.27,71.36,44.89,152.31,226.87,90.00,,48.30,13.67,,7.68,6.74,6.19,5.63,5.23,59.97,67.89,1.55,0.69,90.83,6.37,4.96,16.57,10.85,,190.18,388.36,42.59,20.93,22.86,,192.58,11.79,9.03,29.04,9.38,,-178.32,187.79,67.48,26.64,26.85,,,,,,,,92.90,-1.27,-3.19,2.01,-0.56,
CJET,Canada Jetlines Operations Ltd,Industrials,Canada,NEOE,11.53,0.250,-37.50,-31.51,,,,,,,,0.325,0.339,,,,96.25,91.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJRB,Corus Entertainment Inc.,Communication Services,Canada,TSX,541.52,3.47,-25.12,-32.75,-38.48,-29.37,-63.85,-70.30,-10.92,-18.38,-11.42,4.38,4.56,4.79,5.02,5.18,29.09,30.83,3.37,6.92,2.13,-4.36,-2.15,5.67,9.21,6.46,7.22,-14.21,-8.98,2.01,4.88,3.62,3.71,-5.31,-4.76,3.54,7.75,5.49,-127.59,5.14,-39.64,6.50,1.98,1.65,,,,,,,-15.10,-7.42,-8.33,-8.05,9.76,14.31
CJT,Cargojet Inc.,Industrials,Canada,TSX,1829.30,137.49,-17.12,-20.18,-20.44,50.95,200.67,2344.40,14.68,24.58,37.60,154.30,160.46,166.73,172.64,173.59,44.27,55.69,,0.78,13.36,24.79,18.54,18.02,21.63,16.43,15.58,75.89,41.65,30.26,66.35,32.48,-7.82,39.18,27.16,21.59,33.12,22.71,-290.66,279.88,102.36,133.73,50.61,46.03,,,,,,,401.28,66.48,78.93,102.92,65.70,43.90
CKG,Chesapeake Gold Corp.,Materials,Canada,TSXV,104.51,2.02,-33.99,-27.08,-50.85,10.38,-30.58,-77.53,3.34,-7.03,-13.85,2.88,2.90,3.06,3.26,3.43,62.72,73.09,-0.61,,,,,,,,80.71,77.27,22.39,7.61,1.85,0.40,,,,,,,280.56,112.57,24.58,11.33,7.10,8.03,,,,,,,-1.78,10.31,12.33,6.23,4.10,6.27
CKI,Clarke Inc.,Financials,Canada,TSX,116.76,10.76,4.26,10.13,30.42,-18.42,15.08,400.42,-6.56,2.85,17.45,10.86,10.28,9.83,9.40,8.94,41.85,46.57,4.03,,55.87,-19.26,118.85,14.69,4.15,-10.94,-2340.04,12.34,227.04,-0.60,-7.41,24.12,143.78,-6.48,170.81,6.08,-1.54,8.55,-185.26,-34.67,207.38,-8.41,-23.06,20.36,,,,,,,23.74,-8.67,11.54,3.85,-2.31,11.41
CL,Cresco Labs Inc.,Health Care,United States,CNSX,1329.43,4.20,-49.94,-51.56,-69.57,-65.74,,,-29.98,,,5.81,6.74,7.69,8.63,9.53,55.56,60.56,-0.77,,73.98,154.70,169.12,202.95,,,-705.45,115.45,136.76,70.48,,,104.22,144.98,119.90,152.83,,,212.85,171.99,450.57,110.55,,,,,,,,,-24.66,68.60,44.38,71.00,,
CLAR,Clarity Gold Corp.,Materials,Canada,CNSX,2.70,0.1250,-47.92,-41.86,-81.34,,,,,,,0.1583,0.1815,0.2098,0.278,0.380,96.25,100.03,-1.55,,,,,,,,197.00,531.19,,,,,,,,,,,237.34,636.76,,,,,,,,,,,237.53,409.06,,,,
CLAS,Claritas Pharmaceuticals Inc.,Health Care,United States,TSXV,1.02,0.0350,-82.50,-83.33,-91.25,-95.00,-98.75,,-63.09,-58.31,,0.0982,0.1256,0.1474,0.1958,0.267,130.17,131.53,-35.25,,,,,,,,-101.95,-87.13,-66.29,-33.40,,,,,,,,,-119.85,-22.09,-49.07,24.56,,,,,,,,,-72.11,-59.74,-52.26,78.35,,
CLC,Christina Lake Cannabis Corp.,Health Care,Canada,CNSX,12.47,0.1250,-47.92,-50.00,-73.12,,,,,,,0.1761,0.2091,0.253,0.295,0.339,125.96,171.02,-17.17,,,,,,,,1719.66,53.53,106.16,262.17,,,-99.66,,,,,,150.40,81.75,130.33,286.35,,,,,,,,,3.00,29.79,62.72,317.45,,
CLS,Celestica Inc.,Information Technology,Canada,TSX,1210.95,12.71,-9.86,-12.41,34.93,45.76,-26.36,71.52,13.36,-5.93,5.54,13.92,14.13,13.81,13.26,12.71,43.93,41.64,7.72,,-1.97,-2.18,-5.29,-1.40,0.01,-2.44,56.64,37.75,3.79,0.94,2.52,-1.07,21.13,14.12,5.06,3.12,3.07,0.25,71.45,21.57,1.66,-5.56,-0.58,-5.97,,,,,,,-23.03,-8.68,-3.80,-9.16,-7.88,-5.99
CLV,Canoe Mining Ventures Corp.,Materials,Canada,TSXV,0.91,0.0500,-71.43,-52.38,-72.22,-50.00,-72.22,,-20.51,-22.55,,0.1321,0.1400,0.1606,0.1595,0.1579,183.27,153.84,-44.84,,,,,,,,-32.80,0.39,1.85,-13.28,-26.77,-18.01,,,,,,,-107.01,-73.59,-70.38,-38.51,-47.66,-38.38,,,,,,,-46.13,-11.62,11.84,-17.19,-37.64,-12.81
CLZ,Canasil Resources Inc.,Materials,Canada,TSXV,5.53,0.0550,-47.62,-50.00,-50.00,-15.38,-62.07,-47.62,-5.41,-17.61,-6.26,0.0948,0.1017,0.1078,0.1112,0.1141,94.40,107.00,-23.36,,,,,,,,9.87,27.73,15.05,7.13,-7.06,0.37,,,,,,,8.26,82.43,15.78,12.05,-6.54,-0.90,,,,,,,-51.91,-23.41,35.76,-33.43,17.50,-2.88
CM,Canadian Imperial Bank of Commerce,Financials,Canada,TSX,41303.96,59.55,-17.31,-26.15,-13.36,34.93,41.47,167.11,10.48,7.17,10.31,71.21,73.59,73.55,73.43,72.93,18.06,20.84,-0.27,5.32,22.18,7.06,5.39,7.26,,,,,,,,,,,,,,,69.63,12.32,6.87,8.50,,,10.87,8.99,9.28,14.12,13.59,11.03,15.19,12.83,12.48,12.92,13.07,12.68
CMB,CMC Metals Ltd.,Materials,Canada,TSXV,13.87,0.1200,-14.29,-25.00,-7.69,71.43,-49.47,-94.92,19.58,-12.74,-25.74,0.1794,0.1669,0.1506,0.1401,0.1397,130.54,117.01,-16.57,,,,,,,,218.70,110.94,99.98,17.27,-5.68,13.97,,,,,,,220.27,152.00,78.36,13.50,-6.68,13.53,,,,,,,-25.21,-62.16,-51.07,-38.01,-23.87,-31.32
CMC,Cielo Waste Solutions Corp.,Energy,Canada,TSXV,43.11,0.0700,-65.00,-79.71,-95.00,-51.72,-30.00,,-21.52,-6.87,,0.2068,0.2347,0.268,0.420,0.52,131.96,119.18,-27.36,,40.00,18.32,,,,,24.36,50.23,28.47,59.77,25.76,76.43,,,,,,,848.94,278.88,83.51,190.56,67.07,115.95,,,,,,,313.26,185.86,306.88,69.84,60.76,136.38
CMD,Commander Resources Ltd.,Materials,Canada,TSXV,2.56,0.0850,-46.88,-46.88,-54.05,13.33,-57.50,-77.33,4.24,-15.71,-13.76,0.1330,0.1428,0.1628,0.1711,0.1709,111.91,119.48,-20.71,,,,,,,,-0.56,-4.73,1.45,-10.08,-32.29,-15.64,,,,,,,133.29,-13.32,-0.23,2.42,-32.68,-13.91,,,,,,,0.47,-7.67,-14.41,-25.44,-16.62,-21.00
CME,Canadian Metals Inc.,Materials,Canada,CNSX,6.80,0.1200,-11.11,-29.41,-53.85,-70.00,-82.86,,-32.93,-29.68,,0.1427,0.1698,0.1966,0.2003,0.1830,169.56,185.16,8.54,,,,,,,,144.38,-44.43,-9.75,-3.32,4.89,,-61.18,-82.70,,,,,114.36,-52.03,-16.18,-7.79,3.10,,,,,,,,255.52,80.32,20.42,83.68,50.80,
CMG,Computer Modelling Group Ltd.,Energy,Canada,TSX,265.30,4.30,2.90,-3.23,-7.45,-28.76,-47.13,-24.58,-10.67,-11.95,-2.78,4.99,4.85,4.86,4.75,4.84,42.56,45.35,,4.65,-1.72,-6.54,-4.01,-2.49,-3.48,0.82,-14.67,-9.37,-4.08,-4.78,-6.43,-1.90,-2.84,-6.69,-3.67,-2.07,-3.74,0.45,-8.84,-11.47,-5.97,-5.38,-7.86,-2.37,,,,,,,7.59,10.34,-0.38,-4.47,-4.28,0.14
CMI,C-Com Satellite Systems Inc.,Information Technology,Canada,TSXV,53.48,1.69,-29.30,-22.58,-34.84,2.58,96.48,365.30,0.85,14.45,16.60,1.84,2.01,2.13,2.26,2.42,71.35,85.72,-2.05,2.96,41.77,-19.08,-12.21,-0.25,-5.10,-7.11,-203.15,-51.51,-33.73,-9.83,-18.22,-16.81,49.01,-17.77,-9.85,1.18,-4.93,-5.40,-766.76,-29.26,-14.79,6.88,-9.24,-9.30,,,,,,,7.54,4.87,6.34,4.26,2.93,6.25
CMIL,Capella Minerals Limited,Materials,Canada,TSXV,5.19,0.0450,-55.00,-50.00,-50.00,12.50,-67.27,-96.04,3.99,-19.99,-27.56,0.0786,0.0838,0.0884,0.0901,0.0926,95.59,99.43,1.96,,,,,,,,-85.62,-33.41,15.62,10.20,-9.17,4.12,2088.76,-75.71,8.90,20.90,,,-128.12,-20.65,39.00,24.04,0.36,10.29,,,,,,,-413.84,34.16,7.00,50.37,31.42,6.49
CMMC,Copper Mountain Mining Corporation,Materials,Canada,TSX,238.08,1.45,-57.60,-62.34,-60.70,79.01,66.67,-51.34,21.38,10.74,-6.94,2.85,3.09,3.21,3.22,3.35,69.75,78.33,-0.80,,69.19,41.58,25.00,15.77,11.75,24.14,242.15,401.48,185.00,86.17,43.64,43.63,224.97,257.56,133.19,75.40,39.45,34.80,194.36,115.16,67.03,68.24,28.27,23.42,,,,,,,38.77,32.85,17.10,22.40,9.48,9.27
CMND,Clearmind Medicine Inc.,Health Care,Canada,CNSX,10.95,0.360,-37.93,-32.08,-61.70,260.00,,,52.85,,,0.437,0.51,0.58,0.64,,75.42,83.01,-48.77,,,,,,,,1557.62,570.45,161.01,,,,,,,,,,1572.00,508.59,171.64,,,,,,,,,,822.06,486.55,168.03,,,
CMT,Cullinan Metals Corp.,Materials,Canada,CNSX,7.41,0.450,,,,,,,,,,,,,,,185.26,185.26,-7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Condor Resources Inc.,Materials,Canada,TSXV,10.23,0.1050,-27.59,-12.50,-40.00,90.91,0.00,-12.50,23.88,0.00,-1.32,0.1236,0.1283,0.1388,0.1465,0.1572,126.16,110.31,-1.32,,,,,,,,-92.33,-61.12,-51.26,-33.76,-34.49,-38.52,-14.46,32.82,-24.02,4.77,-11.78,-15.98,-94.88,-0.68,-35.13,-13.51,-25.59,-32.66,,,,,,,5.38,70.67,45.94,21.97,10.79,-0.85
CNC,Canada Nickel Company Inc.,Materials,Canada,TSXV,136.85,1.58,-57.41,-57.18,-54.07,,,,,,,2.30,2.62,2.72,2.77,2.89,57.28,59.93,-34.08,,,,,,,,71.73,,,,,,,,,,,,107.26,,,,,,,,,,,,50.67,,,,,
CNE,Canacol Energy Ltd,Energy,Canada,TSX,300.49,2.29,-26.05,-25.36,-25.34,-40.07,-38.58,-35.65,-15.67,-9.27,-4.31,2.92,3.02,3.15,3.17,3.20,31.60,33.86,7.24,9.08,11.38,13.26,11.77,15.98,,,-16.58,-1.17,9.47,68.20,,,0.83,10.99,13.29,14.55,,,-419.99,-33.43,-11.42,-8.49,,,,,,,,,-10.73,-12.67,-3.41,-13.19,,
CNI,Cloud Nine Web3 Technologies Inc.,Information Technology,Canada,CNSX,4.43,0.0850,-71.67,-78.21,-85.34,-37.04,-75.71,,-14.27,-24.62,,0.2020,0.263,0.305,0.334,0.418,114.68,101.08,-34.73,,,-16.51,-13.02,-62.10,-18.12,,666.87,173.16,79.99,35.58,100.38,,163.74,66.14,53.72,-7.34,16.09,,442.61,155.37,111.41,32.10,103.81,,,,,,,,-342.31,104.04,45.01,24.40,28.30,
CNL,Collective Mining Ltd.,Materials,Canada,TSXV,100.11,2.75,-6.78,-19.12,-31.08,,,,,,,3.43,3.29,3.17,3.25,,47.47,46.50,-20.35,,,,,,,,592.69,,,,,,,,,,,,917.75,,,,,,,,,,,,726.21,,,,,
CNO,California Nanotechnologies Corp.,Industrials,United States,TSXV,2.69,0.1100,29.41,10.00,46.67,100.00,-24.14,83.33,25.94,-5.37,6.24,0.0877,0.0891,0.0898,0.0986,0.0990,195.33,176.62,-0.90,,36.11,14.08,12.99,14.75,17.39,22.31,-272.40,302.27,156.73,1.43,-8.82,-6.76,64.83,20.47,15.38,20.71,17.39,18.92,-265.82,89.12,50.23,-5.75,-6.79,-8.04,,,,,,,-17.92,-6.00,-3.63,-1.55,4.29,14.44
CNQ,Canadian Natural Resources Limited,Energy,Canada,TSX,54592.34,61.58,17.52,-3.63,50.90,103.33,110.88,235.84,26.63,16.07,12.86,76.48,71.29,66.49,61.60,58.55,35.62,39.63,2.57,4.15,77.93,14.64,12.65,21.34,6.88,8.10,-2331.29,30.80,24.98,49.14,7.98,9.17,166.57,17.06,16.26,29.82,6.68,7.66,-1861.84,18.96,43.55,106.52,10.02,11.23,,,,,,,14.10,2.75,4.93,7.06,3.58,4.90
CNR,Canadian National Railway Company,Industrials,Canada,TSX,77173.36,145.38,-5.53,-5.28,11.85,25.55,49.81,296.81,7.86,8.41,14.76,152.16,153.56,155.19,152.38,149.01,22.99,23.38,2.68,1.85,4.76,-1.49,0.36,3.76,2.55,4.84,6.90,0.53,3.93,4.14,5.00,7.04,5.59,0.65,2.19,3.27,4.28,6.16,37.34,7.72,4.17,6.09,6.41,7.13,,,,,,,16.79,12.94,8.60,8.22,7.35,7.66
CNRI,Canadian North Resources Inc.,Materials,Canada,TSXV,198.27,2.53,,,,,,,,,,,,,,,130.38,130.38,-6.06,,,,,,,,383.08,311.47,,,,,,,,,,,376.36,308.59,,,,,,,,,,,789.14,517.45,,,,
CNT,Century Global Commodities Corporation,Materials,Hong Kong,TSX,9.02,0.1200,-29.41,-33.33,-64.18,-33.33,-24.74,-88.37,-12.51,-5.51,-19.34,0.2046,0.2228,0.2233,0.2040,0.1882,205.98,228.33,-16.72,,-0.96,3.78,12.74,43.65,,60.52,-20.92,-16.17,-17.01,-14.49,-23.64,-15.51,-1.73,0.14,13.25,66.26,,38.14,32.98,-29.17,-20.52,-15.10,-24.53,-16.12,,,,,,,-7.51,-5.53,-10.05,-11.16,-22.50,-15.26
CNTR,CENTR Brands Corp.,Consumer Staples,Canada,CNSX,36.90,0.470,-44.71,-53.00,-66.67,-21.67,2250.00,,-7.80,83.69,,0.65,0.74,0.87,0.99,1.15,79.89,83.63,-18.76,,64.64,,,,,,139.66,67.62,342.92,244.32,169.84,58.59,6.98,,,,,,445.78,102.72,455.94,255.86,161.31,76.59,,,,,,,-1062.42,50.32,158.60,120.05,146.99,54.02
CNX,Callinex Mines Inc.,Materials,Canada,TSXV,17.55,1.53,-45.16,-45.94,-60.87,188.68,-49.00,-62.68,42.30,-12.58,-9.37,2.50,2.52,2.64,2.80,2.91,51.60,52.55,-1.62,,,,,,,,139.64,14.14,-5.62,4.93,-26.54,0.02,,,,,,,2.40,-24.04,-29.49,-10.30,-32.03,-12.31,,,,,,,32.11,14.30,9.27,11.28,11.63,-1.04
CODE,Cypher Metaverse Inc.,Information Technology,Canada,CNSX,3.39,0.0300,-71.43,-68.42,-78.57,-90.00,-92.50,,-53.52,-40.38,,0.0639,0.0759,0.0924,0.1029,0.1112,143.98,174.01,-83.32,,,,,33.99,25.38,,298.14,77.57,28.60,114.00,54.87,,,,,2.70,-0.25,,230.12,63.70,26.84,98.47,59.24,,,,,,,,42.17,44.70,40.65,43.15,40.07,
COHO,Coho Collective Kitchens Inc.,Real Estate,Canada,TSXV,16.83,0.260,,,,,,,,,,,,,,,97.26,97.26,-13.91,,64.28,99.73,,,,,1048.90,357.17,,,,,-80.61,-42.57,,,,,2054.60,506.18,,,,,,,,,,,-304.64,20.19,,,,
COIN,Tokens.com Corp.,Information Technology,Canada,NEOE,29.08,0.390,-85.00,-80.79,-66.09,,,,,,,0.69,1.13,1.30,,,133.30,109.15,-48.64,,2936.53,,,,,,308.38,,,,,,2839.16,,,,,,972.47,,,,,,,,,,,,759.65,,,,,
COOL,Core One Labs Inc.,Health Care,Canada,CNSX,9.13,0.385,-45.00,-77.75,-91.35,-98.62,-99.30,,-75.93,-62.83,,0.70,0.83,0.99,1.67,2.26,152.29,139.59,-6.25,,,,-52.71,50.40,,,88.80,10.51,0.89,45.76,70.06,48.66,,,-38.57,56.81,,,-32.16,31.39,44.48,66.84,89.13,64.19,,,,,,,-252.23,-47.61,-48.09,11.58,114.04,9.23
COP,Copper Ridge Exploration Inc.,Materials,Canada,CNSX,1.28,0.1050,,,,,,,,,,,,,,,131.48,131.48,-48.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR,Camino Minerals Corporation,Materials,Canada,TSXV,5.32,0.0400,-57.89,-52.94,-74.19,-74.19,-93.75,-96.19,-36.15,-42.51,-27.84,0.0699,0.0767,0.0882,0.1043,0.1210,104.23,117.69,-117.39,,,,,,,,55.70,1.92,18.24,39.26,-24.61,-5.07,,,,,,,65.96,-1.20,6.49,35.96,-22.28,-4.67,,,,,,,69.60,47.55,28.29,63.01,89.26,8.38
CORE,Paycore Minerals Inc.,Materials,Canada,TSXV,21.92,1.02,,,,,,,,,,,,,,,107.76,107.76,-19.89,,,,,,,,6221.48,,,,,,,,,,,,8450.47,,,,,,,,,,,,1305.84,,,,,
COSA,Cosa Resources Corp.,Materials,Canada,CNSX,5.79,0.2250,,,,,,,,,,,,,,,157.55,157.55,-6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,Canadian Pacific Railway Limited,Industrials,Canada,TSX,66015.02,92.44,2.01,-4.65,2.04,53.43,130.06,575.08,15.31,18.10,21.01,93.97,93.61,93.20,92.39,92.92,24.62,26.63,0.64,0.82,3.70,1.29,3.00,5.11,2.73,4.44,3.37,3.79,5.51,7.93,7.11,14.59,3.44,4.18,5.33,7.18,6.77,12.46,16.69,8.11,13.49,12.27,9.87,17.47,,,,,,,399.23,124.90,75.45,49.59,29.47,22.21
CPAU,CopAur Minerals Inc.,Materials,Canada,TSXV,15.64,0.400,-65.81,-66.10,-57.89,100.00,-71.43,-97.14,25.94,-22.11,-29.87,0.97,1.04,1.06,1.05,1.03,89.60,85.99,-57.66,,,,,,,,792.73,94.70,20.60,16.10,-1.41,-10.62,,,,,,,-52.73,37.82,16.89,24.07,-1.25,-10.10,,,,,,,1208.64,24.87,26.07,78.89,39.01,11.10
CPER,CopperCorp Resources Inc.,Materials,Canada,TSXV,8.65,0.1700,,-71.67,,,,,,,,0.400,,,,,125.08,125.08,-69.76,,,,,,,,2671.74,,,,,,,,,,,,2628.07,,,,,,,,,,,,0.61,,,,,
CPG,Crescent Point Energy Corp.,Energy,Canada,TSX,3792.57,8.64,29.30,4.90,94.96,115.10,3.87,-66.15,29.03,0.76,-10.25,9.68,8.99,8.26,7.52,7.14,58.87,60.91,1.67,1.65,90.15,-0.83,-4.65,5.31,-2.83,4.50,-196.03,89.17,0.12,22.62,18.90,25.64,152.65,1.33,-3.06,8.55,-3.81,3.40,-193.82,51.26,-3.33,20.44,24.53,27.94,,,,,,,99.80,0.80,-6.57,-11.07,-8.82,-0.84
CPH,Cipher Pharmaceuticals Inc.,Health Care,Canada,TSX,42.97,2.20,24.29,24.29,34.97,81.82,-59.26,46.67,22.01,-16.41,3.90,2.28,2.14,2.18,2.15,2.04,63.97,48.52,5.31,,1.55,-1.14,-1.20,-5.84,-4.01,22.77,7.36,6.55,31.64,2.51,-4.42,21.28,-1.57,-3.35,-3.69,-8.01,-6.26,32.71,70.54,54.69,142.65,-27.66,-11.86,15.56,,,,,,,53.19,218.47,56.72,114.34,-13.19,14.20
CPL,Copper Lake Resources Ltd.,Materials,Canada,TSXV,11.71,0.0750,-42.31,-53.13,114.29,275.00,87.50,-42.31,54.14,13.34,-5.34,0.1030,0.1119,0.1019,0.0901,0.0836,164.02,182.67,-12.34,,,,,,,,181.74,225.50,10.00,16.21,19.41,0.48,,,,,,,195.08,162.17,10.61,15.16,78.07,-0.54,,,,,,,41.79,18.38,9.95,7.01,-3.87,0.16
CPLF,Copperleaf Technologies Inc.,Information Technology,Canada,TSX,342.59,6.37,-73.29,-68.09,,,,,,,,10.82,13.60,,,,52.68,54.56,-37.80,,55.62,36.96,27.24,,,,-39.93,-24.41,2.64,,,,69.42,43.55,28.62,,,,-28.17,-20.48,60.41,,,,,,,,,,-856.66,250.12,,,,
CPR,Allied Copper Corp.,Materials,Canada,TSXV,2.00,0.0650,-70.45,-71.74,,,,,,,,0.1704,0.1870,,,,110.93,118.37,-146.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS,Canadian Premium Sand Inc.,Energy,Canada,TSXV,11.91,0.340,-10.53,-10.53,6.25,-60.00,-65.13,-35.24,-26.28,-18.95,-4.23,0.376,0.379,0.396,0.374,0.357,127.82,138.56,-43.31,,,,,,,,-4.05,-58.67,-5.98,33.35,10.35,1.33,,,,,3.79,,123.96,-56.99,-6.84,32.58,10.70,2.80,,,,,,,-128.60,-38.64,-55.75,-6.67,-15.06,13.92
CPX,Capital Power Corporation,Utilities,Canada,TSX,4144.90,46.34,20.46,23.01,19.45,81.47,160.34,259.00,21.93,21.05,13.61,43.19,41.81,41.64,41.90,41.60,14.97,14.71,-5.79,4.73,-1.90,1.28,11.37,7.94,5.25,-0.05,-23.30,-30.33,3.50,3.43,4.20,2.21,-10.32,-9.83,9.56,6.76,5.77,2.79,-27.94,-11.46,-28.22,-2.46,11.41,2.44,,,,,,,11.07,-0.46,-8.37,-6.87,-2.98,2.10
CQR,Conquest Resources Limited,Materials,Canada,TSXV,3.11,0.0300,-53.85,-53.85,-71.43,-20.00,-52.00,-70.00,-7.16,-13.47,-11.32,0.0497,0.0599,0.0719,0.0840,0.0977,162.86,142.26,-132.01,,,,,,,,-18.20,339.73,106.12,95.62,50.97,24.89,,,,,,,-14.28,333.29,109.14,94.46,51.67,17.48,,,,,,,-63.23,394.63,42.69,159.83,28.72,-14.09
CR,Crew Energy Inc.,Energy,Canada,TSX,529.91,4.51,57.69,35.03,106.88,493.42,19.31,-20.46,80.85,3.59,-2.26,4.89,4.33,4.03,3.63,3.30,76.22,74.73,1.89,,134.98,28.07,13.41,13.75,-1.31,0.53,-1105.11,80.01,16.07,-4.06,52.46,-10.92,306.32,40.72,17.57,18.78,-0.43,1.75,-201.04,312.40,152.20,25.89,-7.33,4.66,,,,,,,28.82,0.30,0.84,2.27,2.18,-2.05
CRBK,Carebook Technologies Inc.,Health Care,Canada,TSXV,11.69,0.1950,-48.68,-35.00,-80.50,,,,,,,0.2200,0.290,0.445,0.59,0.70,117.28,141.12,-77.19,,62.46,15.68,18.74,,,,38.18,134.60,69.49,,,,58.14,11.23,135.15,,,,77.08,148.88,96.66,,,,,,,,,,-700.61,42.06,35.29,,,
CRCC,Copland Road Capital Corporation,Financials,Canada,CNSX,0.50,0.0850,-71.19,-71.43,-71.19,,,,,,,0.278,0.294,,,,225.42,171.41,-134.33,,627.20,,,,,,-72.28,-60.25,,,,,726.95,,,,,,-216.59,-2.50,,,,,,,,,,,-102.99,-77.04,,,,
CRDL,Cardiol Therapeutics Inc.,Health Care,Canada,TSX,77.54,1.63,-30.04,-36.08,-41.79,-67.91,,,-31.49,,,1.80,1.98,2.43,2.75,2.80,95.33,99.22,-90.41,,,,,,,,86.87,80.30,80.47,,,,,,,,,,53.28,52.05,25.79,,,,,,,,,,492.34,131.75,51.91,,,
CRE,Critical Elements Lithium Corporation,Materials,Canada,TSXV,204.42,1.29,-7.19,-9.15,-2.27,239.47,12.17,975.00,50.18,2.32,26.77,1.40,1.39,1.45,1.43,1.42,67.53,69.00,-12.66,,,,,,,,103.50,21.85,-14.90,27.11,6.05,5.92,,,,,,,45.29,-1.77,-23.03,57.72,2.09,-0.73,,,,,,,58.53,30.49,15.56,13.59,15.68,8.04
CRL,Carl Data Solutions Inc.,Information Technology,Canada,CNSX,4.33,0.0500,-9.09,-16.67,-52.38,-44.44,-81.48,,-17.76,-28.59,,0.0686,0.0680,0.0757,0.0836,0.1024,141.79,177.33,-1.66,,3.84,26.27,27.86,26.63,,,19.30,-10.02,-2.20,10.62,48.62,,34.04,71.57,70.12,60.14,,,37.74,17.18,-0.59,4.06,63.65,,,,,,,,-259.32,39.79,45.52,33.18,84.28,
CRON,Cronos Group Inc.,Health Care,Canada,TSX,1098.97,3.81,-23.49,-22.40,-60.02,-80.37,71.62,,-41.83,11.39,,4.08,4.35,4.91,5.58,6.32,66.71,64.27,0.48,,59.32,77.03,83.12,179.32,102.91,,9.77,13.33,112.77,159.17,85.60,,-32.13,-0.18,41.32,61.93,63.76,,441.60,-41.73,163.56,234.89,94.31,,,,,,,,-9.85,-5.12,111.71,140.62,117.40,
CRP,Ceres Global Ag Corp.,Consumer Staples,United States,TSX,73.57,3.11,-44.27,-42.83,-28.83,-30.89,-43.96,-45.44,-11.57,-10.92,-5.87,4.71,4.96,4.91,4.84,4.80,43.88,48.41,-0.16,,28.62,30.64,22.09,19.38,,,-18.35,71.92,228.68,-1.36,,,-8.79,31.91,28.77,131.85,,,177.70,-15.51,178.76,4.54,,,,,,,,,8.97,7.20,0.62,-0.95,,
