Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
1301,Kyokuyo Co. Ltd.,Consumer Staples,Japan,TSE,282.98,3650.00,21.65,20.67,26.84,28.85,33.32,142.56,8.78,5.91,9.25,3336.70,3263.61,3204.65,3165.60,3126.96,18.68,19.00,-0.03,2.47,1.76,-1.72,-0.34,1.40,2.16,3.38,36.91,48.01,18.61,12.81,14.95,14.61,9.54,7.50,5.73,3.78,4.68,3.70,20.74,50.83,16.72,13.86,9.64,27.05,,,,,,,5.98,14.73,10.64,11.59,9.68,10.06
1332,Nippon Suisan Kaisha Ltd.,Consumer Staples,Japan,TSE,1296.29,577.00,7.76,8.16,7.56,-13.97,-0.93,227.39,-4.87,-0.19,12.58,552.80,549.63,569.14,573.38,565.89,28.62,29.10,0.00,2.43,5.67,0.27,-0.87,1.75,1.19,2.57,49.76,8.89,7.68,3.64,5.91,10.98,-12.66,-8.88,-7.14,-3.77,-2.51,-0.75,19.53,8.16,3.95,3.97,7.29,22.30,,,,,,,11.72,11.81,9.59,10.32,12.99,18.97
1333,Maruha Nichiro Corporation,Consumer Staples,Japan,TSE,925.83,2478.00,5.31,5.44,5.22,-20.54,-8.77,,-7.35,-1.82,,2434.51,2437.14,2461.55,2465.11,2464.73,24.19,26.86,0.00,2.22,0.48,-2.15,-2.06,-0.15,0.05,0.60,46.96,18.09,3.06,-1.97,15.50,3.78,3.70,1.02,-0.91,-0.94,1.66,0.88,192.45,16.10,0.40,1.81,12.92,17.44,,,,,,,12.38,10.28,9.61,12.02,12.17,14.32
1375,Yukiguni Maitake Co. Ltd.,Consumer Staples,Japan,TSE,270.82,941.00,-20.24,-21.74,-43.33,,,,,,,1027.87,1084.65,1169.30,1263.53,1350.38,24.71,26.39,0.15,3.19,-8.37,-3.69,-0.36,,,,-34.56,-11.88,-7.15,,,,-18.09,-7.09,-2.22,,,,-36.99,-17.07,-12.02,,,,,,,,,,31.84,250.77,20.52,,,
1376,Kaneko Seeds Co. Ltd.,Consumer Staples,Japan,TSE,138.69,1660.00,11.54,11.84,17.74,34.00,21.98,193.77,10.21,4.05,11.37,1656.44,1596.18,1562.45,1546.21,1541.11,26.40,30.69,0.87,1.75,-0.14,2.14,1.18,0.96,0.46,1.67,10.41,11.09,0.91,-1.86,-2.19,1.83,0.64,1.93,0.39,0.59,0.67,1.49,-9.33,7.72,0.47,-2.65,-0.68,4.20,,,,,,,3.74,3.49,3.64,4.27,5.09,5.95
1377,Sakata Seed Corporation,Consumer Staples,Japan,TSE,1600.59,5000.00,53.17,47.12,32.12,51.82,49.99,433.10,14.88,8.44,18.20,4126.25,3855.77,3738.50,3722.58,3732.10,27.85,33.98,0.44,0.90,5.53,8.84,5.20,3.39,3.68,4.51,14.97,22.25,13.15,7.74,12.91,15.87,13.90,13.06,7.42,5.52,6.24,6.67,60.50,41.82,21.36,14.93,18.12,20.48,,,,,,,12.75,10.57,7.02,5.31,4.88,5.52
1379,Hokuto Corporation,Consumer Staples,Japan,TSE,440.37,1932.00,3.88,2.74,2.90,12.00,14.32,67.44,3.84,2.71,5.28,1954.11,1944.02,1943.44,1945.29,1947.36,12.71,12.06,-0.37,3.11,-4.00,-0.20,0.35,2.36,2.19,3.25,-66.49,-28.34,-16.84,-10.10,-9.21,-12.79,-20.59,-6.67,-2.97,-0.21,0.42,-0.64,-37.35,28.55,-7.42,-2.20,-5.27,-5.40,,,,,,,0.68,3.92,1.64,1.11,1.37,1.52
1380,Akikawa Foods & Farms Co. Ltd.,Consumer Staples,Japan,TSE,32.20,1070.00,0.54,-1.21,-3.59,33.29,68.23,186.63,10.01,10.95,11.09,1070.28,1071.33,1076.84,1085.90,1100.47,21.42,19.20,,0.93,3.44,7.07,5.69,4.22,4.64,4.16,-56.60,10.02,5.12,-3.58,6.30,11.71,-2.01,10.10,7.24,4.25,6.80,5.71,-5.92,49.65,5.61,9.94,19.38,19.40,,,,,,,6.50,8.98,6.76,7.09,6.29,5.14
1381,AXYZ Co. Ltd.,Consumer Staples,Japan,TSE,128.09,3160.00,0.33,1.42,2.38,41.08,11.22,405.40,12.11,2.15,17.57,3293.75,3255.73,3250.15,3234.28,3263.95,16.00,14.55,,3.01,7.03,3.94,2.99,2.86,4.24,3.78,23.24,17.77,4.08,7.59,26.77,18.73,11.96,8.84,0.37,2.54,7.47,4.71,22.25,15.53,4.22,14.55,25.75,19.02,,,,,,,12.58,12.02,11.71,14.59,14.58,11.66
1382,HOB Co.Ltd.,Consumer Staples,Japan,TSE,9.99,1816.00,95.06,93.19,88.97,119.06,80.70,82.16,29.54,12.55,6.17,1051.01,1011.21,992.91,985.53,979.25,61.48,85.72,,,-5.91,-8.01,-7.74,-7.49,-5.92,-2.22,328.00,50.88,19.31,10.15,-4.06,21.71,6.07,-2.10,2.09,-2.73,-4.98,-2.32,285.71,56.67,19.06,-0.37,5.75,28.21,,,,,,,23.29,14.65,13.46,-7.37,-7.07,-5.87
1383,Berg Earth Co.Ltd.,Consumer Staples,Japan,TSE,28.05,2710.00,0.37,3.36,12.81,31.37,92.10,166.43,9.48,13.93,10.28,2712.20,2688.35,2642.57,2602.69,2567.88,18.07,22.94,,0.37,3.37,4.87,4.57,4.10,,,-56.45,-13.99,56.83,-11.42,,,9.28,1.34,4.90,6.80,,,-157.01,537.70,61.43,56.49,,,,,,,,,11.39,-5.98,-4.55,-3.82,,
1384,Hokuryo Co. Ltd.,Consumer Staples,Japan,TSE,37.31,611.00,-10.70,-12.33,-24.43,6.44,-33.00,,2.10,-7.69,,658.98,671.99,689.42,707.46,715.00,20.45,15.04,,2.45,-2.65,1.16,-6.47,,,,8.57,-0.33,-54.15,,,,-11.49,1.19,-23.53,,,,-40.81,24.62,-53.33,,,,,,,,,,1.49,1.51,0.77,,,
1400,RUDEN HOLDINGS Co.Ltd.,Industrials,Japan,TSE,11.74,125.00,-34.90,-34.21,-60.19,-67.95,-46.81,39.04,-31.47,-11.85,3.35,130.28,150.45,180.19,203.41,223.56,61.24,61.78,,,-3.77,-16.19,-5.22,0.50,0.22,-1.95,-541.43,521.49,112.95,43.95,9.28,8.47,-16.17,-12.16,-8.95,-4.13,-4.64,-1.03,-673.75,278.73,112.25,51.24,16.46,15.78,,,,,,,-14.30,-8.74,-5.76,3.56,4.87,7.27
1401,Mbs Inc,Consumer Discretionary,Japan,TSE,27.55,500.00,6.78,3.08,-11.39,-45.44,-21.37,,-18.23,-4.69,,499.48,494.05,499.06,508.94,515.00,29.10,27.20,1.44,1.00,17.19,9.76,6.46,8.66,11.77,12.39,88.36,28.42,14.38,14.20,16.28,18.07,20.26,9.39,5.88,8.62,11.63,12.75,13.24,19.65,2.59,9.44,11.26,23.31,,,,,,,9.09,12.13,12.56,13.66,18.59,19.89
1407,West Holdings Corporation,Utilities,Japan,TSE,1228.51,4185.00,-26.96,13.26,-3.63,594.21,894.75,1270.95,90.32,58.24,29.89,4561.65,4628.73,4952.32,4938.24,4696.20,63.66,65.79,,1.19,9.67,3.11,8.97,12.92,2.08,11.94,41.33,31.55,26.84,15.28,1.51,20.94,21.69,15.49,12.01,7.59,0.05,9.14,47.05,33.73,34.54,19.31,2.42,20.50,,,,,,,24.14,19.73,16.61,13.68,12.37,25.69
1414,SHO-BOND Holdings Co.Ltd.,Industrials,Japan,TSE,2179.09,5670.00,10.80,16.43,21.75,54.34,119.77,476.35,15.50,17.04,19.12,5552.70,5402.33,5274.50,5191.36,5100.60,19.96,20.75,,1.95,18.46,14.73,10.29,8.88,7.08,5.38,21.67,15.82,13.42,11.08,11.09,7.36,19.99,13.68,12.03,10.33,10.08,6.91,25.93,18.47,15.81,12.59,12.38,9.01,,,,,,,8.74,8.03,7.20,7.24,7.05,7.16
1417,MIRAIT ONE Corporation,Industrials,Japan,TSE,1163.96,1634.00,-12.57,-13.43,-19.45,6.14,44.48,274.35,2.00,7.63,14.09,1778.53,1823.14,1902.39,1953.95,1945.60,21.80,23.73,3.53,3.37,1.43,3.26,7.76,10.68,7.49,7.14,9.04,22.13,16.64,26.66,12.77,20.07,8.92,12.65,12.11,14.57,10.41,10.66,3.96,28.58,-0.72,31.35,12.39,22.71,,,,,,,-4.81,-0.10,3.23,12.20,8.19,7.93
1418,Interlife Holdings Co. Ltd.,Industrials,Japan,TSE,23.15,165.00,1.87,1.87,-19.48,-21.58,-39.24,47.07,-7.76,-9.48,3.93,168.33,168.75,175.59,181.33,187.97,27.79,34.93,,2.42,-20.43,-21.32,-15.27,-9.17,-6.10,2.27,-76.63,-65.25,-37.37,-30.12,-28.27,-14.54,-23.39,-18.11,-12.12,-6.56,-1.53,3.55,-29.70,-18.92,-1.37,-0.28,-18.25,-4.62,,,,,,,4.41,4.48,3.16,3.01,0.09,4.68
1419,Tama Home Co. Ltd.,Consumer Discretionary,Japan,TSE,509.78,2410.00,9.28,-9.74,-18.80,105.90,361.96,,27.11,35.76,,2433.77,2413.02,2409.57,2448.60,2424.94,40.86,31.94,0.69,5.19,10.39,,,,,3.56,8.12,,,,,11.30,5.82,,,,,3.51,15.56,,,,,26.60,,,,,,,18.14,,,,,21.51
1420,Sanyo Homes Corporation,Consumer Discretionary,Japan,TSE,57.32,717.00,0.66,-0.16,2.19,13.31,29.54,,4.24,5.31,,747.55,742.91,739.14,736.18,734.98,15.33,19.60,-0.27,3.49,-4.42,-4.75,-1.74,-1.63,-0.46,2.57,-29.80,15.30,-27.39,-18.41,-13.38,-3.39,-8.08,-2.02,-4.36,-3.96,-2.20,0.19,-35.95,-4.71,-30.09,-19.63,-10.86,10.70,,,,,,,-11.15,-4.52,-5.15,-1.07,-0.60,2.21
1429,Nippon Aqua Co. Ltd.,Industrials,Japan,TSE,135.97,583.00,-15.14,-10.17,12.17,-1.70,27.63,,-0.57,4.99,,597.29,617.96,618.09,606.11,598.19,36.67,37.88,,3.43,9.29,5.77,7.17,8.90,9.07,15.88,-25.57,-14.02,22.56,0.11,5.90,5.73,-10.75,-6.35,6.79,3.31,7.50,10.89,-28.99,-13.54,24.91,-0.54,8.77,7.63,,,,,,,4.19,7.85,10.53,3.48,5.23,27.09
1430,First-corporation Inc.,Consumer Discretionary,Japan,TSE,60.58,710.00,0.06,3.99,-5.31,25.00,-18.74,,7.69,-4.06,,756.71,740.18,750.04,755.12,758.18,22.66,22.48,2.13,4.51,44.26,13.52,16.64,7.57,11.67,,15.12,19.54,0.74,-1.56,13.42,,8.23,13.49,3.31,1.58,14.53,,12.80,20.63,-0.16,-2.13,14.49,,,,,,,,10.30,6.71,5.97,11.07,27.97,
1431,Lib Work Co.Ltd.,Real Estate,Japan,TSE,114.95,716.00,-17.11,-11.71,-17.23,415.75,1105.92,,72.43,64.45,,770.15,780.97,808.23,825.20,838.06,28.45,32.95,1.13,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Besterra Co. Ltd.,Industrials,Japan,TSE,69.58,1108.00,-15.47,-17.84,-22.02,-10.62,-41.41,,-3.66,-10.13,,1181.02,1217.90,1272.09,1307.62,1357.96,30.14,32.48,,1.44,62.03,31.77,6.59,,,,390.32,154.32,6.88,,,,85.38,38.35,8.79,,,,933.10,398.64,33.18,,,,,,,,,,60.12,27.94,16.75,,,
1434,Jesco Holdings Inc.,Industrials,Japan,TSE,23.23,479.00,-4.01,-3.82,-15.46,16.28,16.16,,5.14,3.04,,467.97,473.85,489.25,500.36,510.91,26.40,26.28,,2.92,3.06,-5.46,0.05,1.95,4.50,,64.22,150.84,50.89,15.45,10.19,,16.91,30.35,8.79,5.93,7.68,,47.45,92.46,-25.03,13.39,12.27,,,,,,,,12.37,10.32,5.05,13.40,28.39,
1435,Robot Home Inc.,Real Estate,Japan,TSE,128.47,198.00,-14.19,-15.28,-9.92,-1.01,-82.61,,-0.34,-29.50,,196.46,206.20,220.64,220.30,223.84,39.93,35.24,,1.01,-33.46,-53.39,-62.75,-35.94,,,-145.18,-82.39,-25.38,-39.84,,,44.00,-24.01,-35.05,-20.23,,,-137.04,-83.98,-23.12,-30.82,,,,,,,,,0.50,-6.23,-29.44,3.99,,
1436,Fit Corporation,Utilities,Japan,TSE,21.88,744.00,-21.17,-13.46,-18.26,43.98,-44.65,,12.87,-11.15,,827.86,848.75,894.89,900.16,910.61,62.20,49.52,3.84,1.34,19.97,9.22,-0.91,,,,83.14,15.10,-37.98,,,,26.99,10.69,-11.27,,,,77.36,-36.79,-34.35,,,,,,,,,,-1.67,0.91,-3.20,,,
1438,Gifu landscape architect Co. Ltd.,Industrials,Japan,NSE,22.91,991.00,-1.87,-3.75,-0.95,68.25,56.98,,18.84,9.42,,1019.87,1025.83,1028.63,1021.07,980.68,26.71,21.39,,2.02,11.83,2.67,4.72,1.23,1.55,,10.21,1.14,7.49,-2.15,3.26,,14.60,5.23,6.66,3.27,3.70,,11.06,13.02,8.30,-4.96,6.63,,,,,,,,5.94,9.81,8.34,12.21,13.79,
1439,Yasue Corporation,Consumer Discretionary,Japan,TSE,8.34,884.00,-9.24,-10.07,-20.30,-8.95,-35.63,,-3.06,-8.42,,909.28,943.79,971.05,994.39,1007.24,33.97,27.73,,2.83,28.11,16.90,13.08,,,,617.24,0.48,-2.00,,,,26.41,13.61,12.48,,,,-792.31,-14.46,-13.69,,,,,,,,,,12.40,-1.31,2.25,,,
1443,Giken Holdings Co. Ltd.,Industrials,Japan,TSE,24.85,212.00,2.91,2.91,-25.77,-7.13,,,-2.43,,,212.91,207.87,216.24,227.66,239.19,36.85,45.65,,0.47,-12.63,-9.60,-4.72,-7.62,-7.05,-2.41,-18.29,-8.84,9.19,10.53,12.35,27.89,-11.05,-4.92,4.46,0.13,1.12,4.33,-37.53,-15.72,3.28,4.50,9.56,31.56,,,,,,,5.96,9.99,8.87,7.16,5.70,6.38
1444,Nissou Co.Ltd.,Consumer Discretionary,Japan,NSE,12.11,1806.00,-9.70,0.33,-27.76,72.00,,,13.16,,,1681.60,1824.48,1974.87,2054.74,2099.11,51.17,65.30,,,5.53,14.05,16.49,21.79,,,-19.80,-0.63,15.33,27.99,,,4.96,11.70,15.29,20.29,,,-17.74,-4.57,15.04,23.16,,,,,,,,,14.11,35.74,32.47,26.43,,
1446,CANDEAL Co.Ltd,Industrials,Japan,TSE,35.59,538.00,6.96,9.12,-4.59,-19.04,,,-6.77,,,516.18,510.15,514.93,531.37,534.87,19.63,15.46,18.24,1.12,-8.51,-7.69,-2.86,1.35,,,-84.83,-62.90,-45.89,-22.57,,,-8.33,-6.60,-2.30,0.88,,,-137.70,-46.01,-25.05,18.36,,,,,,,,,2.34,81.54,34.13,-13.91,,
1447,ITbook Holdings Co.Ltd.,Information Technology,Japan,TSE,76.82,475.00,20.56,22.74,1.71,34.94,-20.44,686.42,10.47,-4.46,22.88,483.74,448.49,452.54,454.88,454.37,58.52,64.24,-4.03,,15.14,11.29,32.61,41.92,44.45,,-34.64,-22.39,13.72,-8.74,-4.50,,0.18,7.80,30.25,37.80,35.24,,161.17,235.63,120.68,58.66,37.04,,,,,,,,-56.14,-21.95,-17.43,5.28,12.19,
1449,Fuji Japan Co. Ltd.,Industrials,Japan,SPSE,4.63,301.00,-24.37,-19.95,-37.28,-47.74,,,-19.37,,,307.02,339.15,378.54,400.95,419.81,54.70,66.10,,1.66,14.38,6.02,8.62,9.98,,,20.00,-12.85,0.56,16.47,,,8.51,4.17,7.71,9.47,,,7.50,-15.34,-4.90,15.41,,,,,,,,,8.71,11.53,16.83,29.60,,
1450,Tanaken,Industrials,Japan,TSE,62.57,1993.00,2.15,4.84,-12.46,78.33,,,21.18,,,1752.06,1826.85,1901.13,1979.27,2048.25,22.98,26.61,,3.66,9.02,21.43,16.37,,,,-1.12,33.47,21.99,,,,2.79,23.18,16.02,,,,-1.53,32.48,22.50,,,,,,,,,,13.79,17.27,14.79,,,
1451,KHC Ltd.,Consumer Discretionary,Japan,TSE,17.21,602.00,2.65,0.49,-4.29,-7.69,,,-2.62,,,604.36,607.27,613.91,621.23,623.29,11.77,11.27,,5.48,2.20,0.35,-3.83,-0.29,,,8.19,-8.13,-11.30,-6.19,,,3.27,-3.90,-6.02,-3.26,,,6.92,-9.81,-11.10,-6.07,,,,,,,,,4.01,3.66,3.60,4.56,,
1491,Chugai Mining Co. Ltd.,Materials,Japan,TSE,62.41,30.00,6.58,6.58,-3.41,47.19,3.03,81.82,13.70,0.60,6.15,31.99,31.11,31.40,31.50,31.66,54.65,53.49,0.66,3.33,30.77,34.50,24.93,-3.76,13.85,7.06,115.02,-15.08,-0.34,32.09,13.29,10.77,36.08,87.16,6.73,10.38,10.58,4.05,212.00,35.82,64.35,42.78,2.29,2.59,,,,,,,7.70,5.11,1.83,1.42,0.58,-0.19
1514,Sumiseki HoldingsInc.,Industrials,Japan,TSE,73.88,193.00,41.82,35.07,55.11,57.81,114.45,212.85,16.36,16.46,12.07,179.98,165.63,160.54,154.68,150.30,53.06,60.65,,2.59,26.82,-10.22,-14.34,-0.23,-6.65,-9.78,-3819.05,909.30,141.67,76.97,34.39,16.54,170.60,55.25,31.85,17.92,8.98,4.11,-2511.70,49.01,-4.39,47.66,-7.49,33.94,,,,,,,14.89,7.58,6.22,9.80,8.49,12.97
1515,Nittetsu Mining Co. Ltd.,Materials,Japan,TSE,308.64,5140.00,-19.84,-21.97,-7.55,21.88,-5.92,107.07,6.79,-1.21,7.54,6164.40,6257.00,6326.35,6334.96,6326.57,37.39,36.53,0.00,6.52,25.11,12.64,6.51,6.79,2.49,3.92,81.84,44.78,28.97,14.76,6.29,8.08,28.87,11.57,7.44,5.67,2.42,4.02,147.70,43.31,20.07,4.95,6.50,11.86,,,,,,,8.09,9.81,5.54,4.04,4.16,5.67
1518,Mitsui Matsushima Holdings Co. Ltd.,Industrials,Japan,TSE,271.30,2889.00,59.12,70.86,199.39,146.68,147.45,227.22,34.97,19.84,12.57,2414.54,2161.76,1989.76,1823.85,1680.57,78.20,85.37,,2.77,-18.80,-16.36,-14.94,-2.58,-5.25,-7.17,332.31,75.17,17.40,52.31,63.46,2.95,64.41,20.01,14.66,20.09,23.94,6.07,-277.79,53.44,34.05,32.47,37.39,1.01,,,,,,,28.42,4.64,-2.78,1.11,-1.90,-0.25
1605,Inpex Corporation,Energy,Japan,TSE,13471.27,1346.00,36.68,25.76,71.94,57.32,47.33,58.69,16.24,8.05,4.72,1475.84,1339.56,1240.44,1147.82,1090.10,45.54,53.12,,4.09,61.39,-1.05,,,,,137.72,-3.07,,,,,103.94,-3.40,,,,,-299.69,19.17,,,,,,,,,,,16.68,3.37,,,,
1662,Japan Petroleum Exploration Co. Ltd.,Energy,Japan,TSE,1231.02,3115.00,25.42,14.05,65.13,33.16,49.22,23.63,9.98,8.32,2.14,2870.50,2796.41,2650.17,2494.31,2418.94,46.93,56.22,2.49,1.61,3.77,-11.60,-2.40,3.76,-2.84,0.77,372.34,17.76,104.51,95.94,-6.68,2.79,36.59,3.00,12.72,9.18,-4.77,-1.20,1037.17,7.50,28.02,55.19,0.67,6.17,,,,,,,-7.16,-3.87,-3.66,-3.14,-2.93,-0.52
1663,K&O Energy Group Inc.,Utilities,Japan,TSE,289.56,1510.00,6.19,6.11,15.67,1.78,-4.06,,0.59,-0.83,,1609.82,1567.71,1562.98,1516.34,1492.02,27.11,26.82,,1.99,13.03,0.72,0.67,3.20,-3.72,-0.31,8.99,8.91,12.30,4.08,-3.36,2.82,1.56,2.77,3.72,1.71,-0.81,1.72,0.07,1.97,8.34,3.46,-14.46,4.71,,,,,,,3.23,2.39,2.61,2.52,2.85,4.58
1711,SDS HOLDINGS Co.Ltd.,Utilities,Japan,TSE,31.27,538.00,31.86,10.93,18.50,41.58,-34.87,-21.40,12.24,-8.21,-2.38,479.28,484.22,458.77,457.73,458.45,77.76,91.04,-22.43,,22.51,-32.55,-6.87,-15.70,-11.76,-3.75,3.57,25.02,-9.06,48.62,-2.47,9.33,-5.46,-36.12,-8.25,-16.65,2.06,-4.21,-4.31,-3.69,27.41,36.61,-6.92,49.43,,,,,,,1428.21,475.42,23.55,0.48,19.63,3.08
1712,Daiseki Eco. Solution Co. Ltd.,Industrials,Japan,TSE,99.19,818.00,-49.47,-35.92,-34.27,27.14,-36.67,42.92,8.30,-8.72,3.63,1037.68,1150.54,1321.92,1310.50,1257.25,43.84,39.62,,0.98,14.60,10.27,6.37,3.52,4.16,,74.15,30.36,32.73,6.87,8.01,,39.53,17.00,16.10,6.55,8.44,,81.71,35.89,30.45,5.59,8.35,,,,,,,,9.85,7.55,6.63,6.48,8.37,
1716,Dai-Ichi Cutter Kogyo k.k.,Industrials,Japan,TSE,106.00,1290.00,-1.20,-6.00,-1.65,52.56,152.79,752.88,15.06,20.36,23.88,1319.60,1330.97,1328.04,1325.50,1334.55,24.16,21.70,,2.17,10.88,14.03,5.90,8.51,10.21,10.29,20.16,25.23,8.07,9.74,16.78,29.76,8.10,14.91,8.48,8.30,11.33,12.47,14.45,18.04,5.44,9.35,16.51,30.36,,,,,,,15.01,12.60,12.43,13.43,13.98,12.35
1717,Meiho Facility Works Ltd.,Industrials,Japan,TSE,51.28,627.00,-21.58,-19.25,-28.47,56.38,113.14,633.13,16.01,16.32,22.02,675.10,714.65,759.75,794.58,800.74,32.65,36.27,,4.47,0.47,-1.07,-8.70,-6.01,-9.00,-1.34,-4.84,-2.07,3.77,6.47,2.43,12.66,-0.74,-0.17,0.83,4.35,3.12,7.83,-2.26,-2.62,2.61,7.25,8.16,27.59,,,,,,,8.15,2.00,5.52,8.93,10.77,10.38
1718,Mikikogyo Co. Ltd.,Industrials,Japan,TSE,31.29,3965.00,-2.08,-0.01,2.01,22.75,4.03,140.50,7.04,0.79,9.16,3993.80,4062.60,4084.80,4094.98,4088.28,13.46,15.96,,4.04,-3.26,-6.07,-3.64,-3.45,-1.95,0.29,-2.84,-2.91,-1.36,-9.04,-0.82,-0.15,-0.74,-4.14,-1.97,-4.43,-1.40,-0.09,-8.05,-17.38,0.88,-10.50,4.67,3.31,,,,,,,4.09,4.77,6.10,7.23,8.54,7.75
1719,Hazama Ando Corporation,Industrials,Japan,TSE,1010.13,846.00,-0.02,-1.83,2.51,28.06,41.13,448.51,8.56,7.13,18.53,860.68,866.95,854.32,850.90,848.48,29.96,23.69,12.47,4.73,-3.33,-5.14,-1.86,-3.56,-1.18,6.46,-2.76,3.78,3.93,-6.50,5.31,16.24,-2.71,-0.38,0.77,-4.55,3.83,11.76,2.80,2.55,25.87,-7.63,13.60,25.90,,,,,,,-3.49,1.80,2.14,7.41,12.12,16.49
1720,Tokyu Construction Co. Ltd.,Industrials,Japan,TSE,468.71,620.00,-6.25,-10.03,-20.86,-10.23,-17.99,390.26,-3.52,-3.89,17.21,641.95,656.24,681.88,700.90,702.68,28.32,26.85,-0.11,4.03,11.49,-10.50,-8.00,1.16,-0.26,1.25,-271.21,-45.30,-34.86,-18.79,0.16,14.47,-46.53,-48.17,-35.42,-20.37,-7.66,-2.31,-381.79,-29.25,-21.64,-11.44,3.65,15.28,,,,,,,-10.48,-4.67,-0.25,6.83,10.84,11.38
1721,COMSYS Holdings Corporation,Industrials,Japan,TSE,2254.77,2563.00,1.92,-1.42,-13.84,1.13,26.83,227.48,0.37,4.86,12.58,2610.94,2624.93,2673.49,2745.95,2823.41,20.40,21.77,2.81,3.71,4.58,2.48,6.93,12.00,8.69,7.13,3.35,5.02,6.80,11.10,6.58,13.06,3.21,3.22,6.32,11.40,7.29,9.68,-0.55,6.00,1.40,15.06,8.25,15.07,,,,,,,3.16,4.97,4.57,10.86,8.61,7.53
1723,Nihon Dengi Co. Ltd.,Industrials,Japan,TSE,198.56,3435.00,-14.10,-14.92,-13.66,31.72,40.31,760.25,9.58,7.00,23.98,3573.25,3718.10,3758.93,3790.28,3800.70,17.79,18.73,,3.32,-7.07,,,,,,-11.14,,,,,,-5.12,,,,,,-8.87,,,,,,,,,,,,9.46,,,,,
1724,Synclayer Inc.,Information Technology,Japan,TSE,20.88,627.00,-39.36,-31.18,-41.15,-16.28,33.48,202.46,-5.73,5.94,11.69,658.84,738.68,822.35,874.00,912.28,61.75,49.84,,2.71,19.91,12.64,8.14,,,,58.04,26.04,28.04,,,,23.01,11.14,8.74,,,,64.65,2.19,24.44,,,,,,,,,,53.74,37.08,37.28,,,
1726,Br. Holdings Corporation,Industrials,Japan,TSE,108.26,332.00,-3.10,-4.74,-27.60,1.46,-6.74,955.60,0.48,-1.38,26.54,316.59,327.89,352.02,379.46,402.02,24.84,23.36,,3.61,-7.47,1.60,9.51,8.06,8.24,7.99,-24.79,2.99,17.85,10.79,15.94,23.97,-13.19,4.11,9.96,7.20,8.94,9.47,-21.61,6.43,27.25,11.18,18.41,25.62,,,,,,,9.42,39.32,28.83,23.66,29.55,29.76
1730,Aso Foam Crete Co. Ltd.,Industrials,Japan,TSE,13.02,528.00,13.21,21.08,-11.04,0.31,52.94,442.48,0.10,8.86,18.40,475.01,470.89,491.28,512.64,527.35,27.91,28.18,,,-22.26,-5.56,-5.67,-2.04,-1.89,1.94,-133.80,5.98,22.20,-10.90,-4.80,-10.69,-32.32,-9.55,-8.61,-4.17,-1.20,5.56,-133.99,15.47,20.12,-18.88,-9.79,-16.05,,,,,,,-5.98,2.06,1.85,-1.08,1.22,2.39
1736,Otec Corporation,Industrials,Japan,TSE,91.70,2420.00,8.36,10.31,-5.47,16.21,93.69,454.34,5.12,14.12,18.66,2220.50,2263.95,2313.73,2332.92,2327.62,21.52,22.67,,3.51,8.32,-3.39,2.14,1.13,2.76,3.28,-3.51,-8.48,3.09,4.19,8.08,11.31,14.92,2.70,7.10,5.50,6.42,6.70,1.73,-8.75,5.04,4.67,10.05,14.31,,,,,,,7.50,2.07,4.20,5.52,6.60,6.64
1738,Nittoh Corporation,Consumer Discretionary,Japan,NSE,12.73,435.00,-3.34,-3.34,-8.66,0.67,-3.27,208.90,0.22,-0.66,11.92,443.08,448.79,456.46,460.06,458.35,26.93,22.96,,3.22,7.97,1.31,1.56,3.06,4.47,4.97,22.96,8.61,9.62,2.43,7.77,4.79,10.58,3.47,3.27,3.75,4.48,4.27,8.75,2.59,5.70,-0.60,4.56,7.64,,,,,,,5.08,5.46,5.57,5.90,6.58,7.46
