Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
A238120,Aligned Genetics Inc.,Health Care,South Korea,KOSDAQ,54.77,9860.00,15.05,10.04,1.65,51.69,35.07,,14.89,6.19,,9484.70,9125.53,9204.30,9486.40,9350.93,61.06,65.91,,,47.82,22.85,27.50,20.08,26.03,,-959.62,133.71,4.24,6.41,14.29,,61.91,26.29,29.79,23.84,31.62,,1083.52,588.99,51.68,28.93,31.58,,,,,,,,26.18,13.82,9.26,2.27,25.94,
A238200,BIFIDO Co. Ltd,Consumer Staples,South Korea,KOSDAQ,52.96,8380.00,-23.12,-24.84,-46.96,-39.05,,,-15.20,,,8695.00,9106.73,9666.50,10820.00,10901.90,49.94,44.35,,,-2.13,-3.50,-6.60,,,,70.70,-14.51,-33.76,,,,-7.57,-12.97,-14.95,,,,-912.82,68.53,58.33,,,,,,,,,,13.64,4.48,4.16,,,
A241710,Cosmecca Korea Co. Ltd.,Consumer Staples,South Korea,KOSDAQ,80.28,9730.00,-24.86,-26.29,-42.08,-49.59,-70.68,,-20.39,-21.74,,13581.10,13414.07,13789.05,14281.64,14760.53,38.71,43.51,,,16.93,6.89,9.34,19.14,28.56,,102.52,55.75,26.85,8.84,34.70,,19.86,7.04,11.98,15.67,25.59,,239.62,35.28,-0.25,-5.00,30.86,,,,,,,,17.26,10.61,11.03,-0.85,28.01,
A241770,Mecaro Co. Ltd.,Information Technology,South Korea,KOSDAQ,79.98,10550.00,-24.64,-22.71,-6.80,-25.34,,,-9.27,,,12189.40,12459.27,12350.70,12091.80,12019.33,29.73,30.96,-0.16,1.52,13.79,6.85,-6.26,,,,2004.67,-31.93,-51.13,,,,16.77,-1.84,-18.09,,,,-586.00,-1.57,-34.80,,,,,,,,,,7.15,3.27,2.04,,,
A241840,ASTORY Co.Ltd,Communication Services,South Korea,KOSDAQ,198.84,27750.00,-7.65,-9.61,-18.26,,,,,,,26664.50,27062.00,29595.25,30276.80,30934.67,68.56,59.16,3.18,,166.39,-31.03,3.17,3.07,-0.69,,-871.80,-5.92,-33.66,-9.20,10.09,,289.04,-0.03,44.08,3.54,8.76,,-330.70,78.37,44.48,43.60,62.30,,,,,,,,55.19,62.12,42.86,39.92,37.65,
A242040,Namu Tech Co.Ltd.,Information Technology,South Korea,KOSDAQ,45.24,1790.00,-40.33,-37.85,-50.00,-46.57,,,-18.84,,,2387.80,2522.40,2612.78,2736.02,2818.95,44.73,39.86,-0.34,,-5.64,5.62,12.87,,,,-142.49,-48.68,-35.77,,,,23.19,4.34,47.66,,,,-84.76,-56.83,-53.61,,,,,,,,,,44.20,49.22,44.48,,,
A244880,NANOOMTECH Co.Ltd.,Health Care,South Korea,XKON,11.77,3035.00,17.64,3.23,35.79,3.58,152.92,,1.18,20.37,,3084.30,2937.83,2792.95,2707.96,2659.05,47.44,32.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A244920,Aplus Asset Advisor Co. Ltd,Financials,South Korea,KOSE,105.32,6030.00,-31.86,-31.24,-43.74,,,,,,,6871.80,7448.40,8158.85,8738.40,8762.77,48.08,38.44,-6.68,2.49,-9.51,-2.13,3.56,,9.22,,-75.21,-47.62,-29.60,,81.99,,-9.49,-2.32,3.60,,9.20,,-44.15,-6.98,16.21,,81.13,,,,,,,,2.99,38.30,39.58,,36.26,
A245450,CNSLINK Co. Ltd,Information Technology,South Korea,XKON,2.54,2080.00,9.47,11.23,-0.72,-77.39,-69.47,,-39.05,-21.10,,1919.85,1939.03,1988.70,2025.06,2086.23,65.83,66.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A246720,ASTA Corporation,Health Care,South Korea,KOSDAQ,39.97,4085.00,-13.18,-17.81,-29.57,-39.48,-47.89,,-15.40,-12.21,,4635.95,4664.93,4784.32,5000.18,5169.97,49.28,59.12,-12.26,,103.22,43.17,13.75,60.65,,,90.48,-43.43,-21.68,-4.16,,,25.24,-27.65,-22.27,16.67,,,-65.69,-42.65,11.01,-7.32,,,,,,,,,44.90,-24.35,-34.35,16.15,,
A247660,NANOCMS Co.Ltd,Materials,South Korea,KOSDAQ,112.38,34500.00,-54.72,-57.46,124.03,,,,,,,35158.00,48494.00,57310.00,52629.20,46503.83,132.84,90.06,-1.17,,-3.62,1.31,-3.31,-8.37,-4.05,9.62,309.36,131.90,-11.88,2.46,2.38,-2.60,-15.63,-7.20,15.22,-7.79,-2.85,34.30,-72.66,-36.27,-35.33,29.10,-3.29,-5.57,,,,,,,386.26,279.77,101.26,36.38,17.84,14.09
A250000,BORATR CO. Ltd.,Consumer Staples,South Korea,KOSDAQ,60.72,12000.00,-7.69,-13.04,-34.80,89.14,-25.40,,23.64,-5.69,,13079.00,12998.00,13221.00,13996.00,14552.00,48.98,52.08,-1.07,1.67,20.72,14.06,13.15,9.68,,,93.51,47.07,11.07,-3.97,,,28.81,19.50,10.12,5.98,,,343.68,37.10,9.20,-3.32,,,,,,,,,9.85,4.20,5.48,31.00,,
A250060,Mobiis Co. Ltd.,Information Technology,South Korea,KOSDAQ,41.96,1740.00,-25.00,-25.16,-41.12,-32.03,-20.18,,-12.07,-4.40,,2106.00,2135.07,2178.55,2293.10,2409.40,43.26,46.78,-33.48,,9.52,11.51,82.66,,,,238.80,-13.34,-3.30,,,,1.34,26.01,125.81,,,,55.02,82.47,88.51,,,,,,,,,,34.75,11.61,-3.80,,,
A251120,BIO-FD&C Co.Ltd.,Health Care,South Korea,KOSDAQ,162.58,24200.00,,,,,,,,,,,,,,,92.93,92.93,-17.68,,38.57,18.84,25.91,21.03,,,7.28,4.05,136.07,35.29,,,26.19,12.29,33.69,18.56,,,18.12,6.53,94.67,33.14,,,,,,,,,28.28,26.72,29.58,19.16,,
A251280,Angiolab Inc.,Health Care,South Korea,XKON,17.33,9970.00,8.61,9.32,-13.30,-50.15,28.65,,-20.69,5.16,,9169.50,9222.73,9540.65,9823.56,10121.97,41.21,29.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A256840,BNC Korea Co. Ltd.,Health Care,South Korea,KOSDAQ,436.39,8370.00,-67.55,-68.62,-23.14,,,,,,,11688.50,15691.00,19411.25,19806.60,17820.77,123.80,76.86,-28.91,,29.89,19.54,,,21.82,,-1285.26,119.18,557.60,178.47,37.11,,22.78,11.58,590.41,186.72,17.46,,-12476.24,471.27,934.67,417.45,105.56,,,,,,,,36.55,35.56,54.91,30.55,41.15,
A256940,KPS Corporation,Information Technology,South Korea,KOSDAQ,82.71,5710.00,-56.41,-54.68,-66.31,50.26,-0.81,,14.52,-0.16,,8100.50,9271.60,10228.45,11331.76,12186.47,46.03,42.33,3.98,,-72.00,-45.21,-52.84,,,,3080.61,255.65,14.51,,,,-119.99,-53.06,-61.65,,,,536.60,564.94,31.04,,,,,,,,,,22.12,41.71,25.41,,,
A257370,Mstns Co.Ltd.,Industrials,South Korea,KOSDAQ,51.05,9210.00,-45.82,0.00,0.00,-31.27,,,-22.95,,,13420.40,13954.27,13203.90,14355.72,14378.93,,,1.68,,-11.79,-26.37,10.42,,,,-63.91,-64.87,-46.26,,,,-0.91,-28.70,-7.96,,,,-71.01,-70.67,-51.26,,,,,,,,,,1.51,67.10,87.79,,,
A257990,Nowcos Co.Ltd.,Consumer Staples,South Korea,XKON,11.85,5880.00,9.29,10.32,-15.88,,,,,,,5387.90,5377.37,5586.23,5867.42,6147.45,46.46,47.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A258250,CELLGENTEK Co. Ltd.,Health Care,South Korea,XKON,21.35,7050.00,-19.89,-18.12,-41.25,-55.03,-14.90,,-23.37,-3.17,,8424.40,8532.60,8882.15,9308.76,9899.63,37.39,40.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A258610,CAELUM Co. Ltd.,Industrials,South Korea,KOSDAQ,78.97,4670.00,-12.87,-6.41,-33.29,-11.22,,,-3.88,,,4524.10,4696.47,5118.50,5702.40,5989.40,64.47,59.59,-15.22,,360.57,60.79,31.04,,,,110.49,238.43,46.08,,,,87.18,4.45,-9.53,,,,182.52,335.01,99.11,,,,,,,,,,-131.53,-60.78,-40.50,,,
A259960,KRAFTON Inc.,Communication Services,South Korea,KOSE,8588.14,237000.00,-48.48,-39.92,,,,,,,,264105.00,309250.00,355575.00,,,51.93,52.46,-26.58,,12.92,31.70,18.98,119.30,76.32,,-17.25,33.49,28.70,139.66,114.85,,12.92,31.70,18.98,119.49,76.47,,-6.54,36.54,27.47,83.62,129.24,,,,,,,,214.31,155.52,373.83,188.38,100.75,
A260660,Korea Arlico Pharm Co.Ltd.,Health Care,South Korea,KOSDAQ,73.89,6240.00,-18.75,-23.25,-33.01,3.23,,,1.06,,,7233.30,7319.53,7430.15,7806.84,7996.38,30.55,32.61,0.61,1.12,12.30,10.02,13.71,23.84,24.85,15.06,-54.77,-38.16,-13.34,2.19,11.69,7.00,9.68,9.14,14.11,26.08,28.76,18.04,-41.12,-29.90,59.38,17.06,38.62,15.60,,,,,,,5.46,6.95,10.19,40.27,32.19,23.90
A260930,CTK Co. Ltd,Consumer Staples,South Korea,KOSDAQ,102.63,7050.00,-40.25,-37.89,-21.02,-24.58,,,-8.97,,,9791.60,10032.87,9955.50,9981.68,9867.40,75.10,55.14,1.71,1.42,-7.36,-0.55,1.37,-2.99,,,-2839.34,95.01,39.83,-11.76,,,-21.14,1.66,9.30,-3.40,,,98.73,-65.99,-51.77,-47.90,,,,,,,,,1.58,-1.80,-0.70,35.21,,
A261780,Cha Vaccine Research Institute Co. Ltd.,Health Care,South Korea,KOSDAQ,130.47,6390.00,-42.43,-43.45,,,,,,,,7809.00,8633.47,,,,71.13,77.21,-28.03,,542.70,99.11,,23.60,,,43.69,45.50,,59.91,,,671.76,140.92,,115.02,,,195.18,148.61,,67.33,,,,,,,,,2464.08,111.30,,55.37,,
A262260,APRO Co. Ltd,Industrials,South Korea,KOSDAQ,123.93,11150.00,-35.92,-40.69,-45.34,,,,,,,15583.00,16008.83,16154.25,16885.70,17585.75,55.63,68.74,-0.83,,25.60,-4.42,,,,,-542.05,-31.81,,,,,-41.33,-41.14,,,,,-231.30,-59.47,,,,,,,,,,,0.34,66.48,,,,
A263700,Carelabs Co.Ltd,Health Care,South Korea,KOSDAQ,86.93,6220.00,-37.80,-35.68,-40.48,-18.96,,,-6.76,,,7945.40,8380.53,8388.30,8631.16,8876.80,41.80,39.83,-0.57,,22.52,17.27,19.99,38.25,,,-59.96,-20.13,-22.00,2.13,,,21.40,16.32,18.02,36.81,,,-71.06,46.65,-29.36,-8.32,,,,,,,,,4.01,58.56,33.09,95.31,,
A263720,D&C Media Co.Ltd.,Communication Services,South Korea,KOSDAQ,204.40,21700.00,-47.52,-46.49,-53.98,37.78,,,11.26,,,27699.00,31007.67,33491.50,35729.00,37196.33,44.07,47.55,-0.41,,16.80,26.49,28.09,,,,10.89,38.34,33.10,,,,16.70,26.55,28.23,,,,38.95,76.41,45.35,,,,,,,,,,-8.50,6.96,9.18,,,
A263800,Datasolution Inc.,Information Technology,South Korea,KOSDAQ,68.67,5490.00,-14.49,-15.02,-19.97,62.91,,,17.65,,,6609.40,6509.13,6233.32,6219.42,6242.28,78.89,81.74,-0.63,,8.35,-0.34,0.80,-0.07,8.94,7.29,87.92,52.33,-32.35,-23.51,7.36,-0.01,11.70,3.39,18.07,1.61,5.81,4.47,137.56,33.32,-33.21,-17.16,21.85,4.16,,,,,,,6.98,3.92,1.87,11.30,15.79,12.28
A264660,C&G Hi Tech Co. Ltd,Information Technology,South Korea,KOSDAQ,75.40,11500.00,-16.67,-15.75,-8.94,79.48,,,21.51,,,12461.00,12672.37,12867.15,13094.90,13121.33,35.37,20.82,0.01,1.30,-14.92,-11.29,4.74,17.99,17.09,11.82,-38.59,-28.71,-15.33,2.42,14.28,28.87,-24.80,-15.56,-5.41,11.67,16.14,13.46,-48.95,-35.06,-20.57,-1.97,7.83,32.32,,,,,,,5.95,7.06,10.69,38.02,41.64,40.22
A264900,Crown Confectionery Co. Ltd.,Consumer Staples,South Korea,KOSE,83.21,8600.00,-6.32,-6.11,-28.75,0.05,-47.84,,0.02,-12.19,,9862.60,9635.40,9786.50,10151.60,10819.67,56.68,72.69,,2.91,-0.09,-0.70,-0.63,,,,-32.30,-22.63,-7.80,,,,-7.59,-6.37,-4.68,,,,-19.18,-16.83,-1.44,,,,,,,,,,5.08,6.29,7.81,,,
A265520,Advanced Process Systems Corporation,Information Technology,South Korea,KOSDAQ,196.71,16900.00,-32.94,-31.44,-42.36,-24.52,-64.11,,-8.94,-18.51,,21833.50,22463.00,22937.75,24211.00,25115.67,33.92,36.84,1.08,1.42,-10.65,6.97,-9.54,,,,39.65,50.67,12.27,,,,15.91,25.53,4.19,,,,129.11,145.93,31.35,,,,,,,,,,41.26,31.37,23.05,,,
A265740,NFC Corporation,Materials,South Korea,KOSDAQ,77.63,11250.00,-17.28,-21.88,-27.32,,,,,,,12575.70,12742.13,12876.10,13311.28,13784.90,43.72,51.60,-30.02,0.89,21.28,10.90,18.90,18.70,,,26.52,-8.08,14.62,6.40,,,18.30,3.90,15.66,12.71,,,703.06,-3.31,34.19,14.34,,,,,,,,,11.30,66.94,63.83,52.24,,
A266470,BioInfra Life Science Inc.,Health Care,South Korea,XKON,22.97,2110.00,-21.27,-20.23,-29.43,,,,,,,2316.60,2345.23,2535.80,2733.86,2764.18,76.89,93.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A267060,Myungjin holdings.Corp.,Consumer Staples,South Korea,XKON,1.30,181.00,-36.49,-39.67,-87.56,-94.64,,,-64.24,,,219.48,274.87,399.76,620.15,763.99,121.09,114.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A267290,Kyungdong City Gas Co. Ltd,Utilities,South Korea,KOSE,93.52,20550.00,-9.07,-7.01,-11.64,-6.19,-9.27,,-2.10,-1.93,,23814.50,23285.33,23416.00,23416.00,23535.67,46.96,61.23,,4.26,34.07,1.20,-3.20,,,,49.61,-1.66,-14.00,,,,10.17,0.61,-3.32,,,,16.49,-5.06,-13.43,,,,,,,,,,5.65,5.34,5.61,,,
A267790,Barrel Co. Ltd,Consumer Discretionary,South Korea,KOSDAQ,48.37,7940.00,-0.75,-2.34,-22.54,-41.83,,,-16.51,,,9469.10,9015.67,9042.50,9145.68,9412.97,44.60,53.09,,,-19.36,-40.07,-24.52,,,,3.27,-4.46,5.01,,,,-19.70,-46.42,-30.04,,,,12.80,0.82,16.75,,,,,,,,,,-9.11,-10.71,-2.05,,,
A267810,Antz. Co. Ltd,Consumer Discretionary,South Korea,XKON,1.60,1335.00,-6.32,-1.48,-2.91,-73.72,-34.40,,-35.92,-8.08,,1481.15,1465.90,1486.67,1478.26,1498.58,131.11,133.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A267850,Asiana IDT Inc.,Information Technology,South Korea,KOSE,122.63,14300.00,-20.99,-18.29,-39.59,-30.63,,,-11.47,,,17600.00,17440.00,18097.50,18766.20,19392.83,42.66,41.68,,3.50,0.32,-3.61,-2.18,0.93,-0.14,,-28.01,-28.00,-12.91,-4.57,1.48,,-10.82,-16.93,-7.88,-3.11,-14.49,,-183.72,-35.57,-30.42,-1.68,-0.61,,,,,,,,-9.99,1.19,5.06,7.95,9.42,
A267980,Maeil Dairies Co. Ltd.,Consumer Staples,South Korea,KOSDAQ,333.40,59100.00,-13.97,-13.60,-20.57,-24.22,-17.10,,-8.82,-3.68,,65896.00,66671.33,67592.00,69062.40,70481.00,18.95,22.32,3.68,2.03,6.07,5.54,6.07,,,,1.51,1.46,5.69,,,,7.80,6.37,8.07,,,,28.78,7.43,8.37,,,,,,,,,,13.22,10.97,12.86,,,
A268280,Miwon Specialty Chemical Co. Ltd.,Materials,South Korea,KOSE,767.13,198000.00,-9.06,-7.15,5.54,179.27,236.88,,40.78,27.46,,200840.00,203156.67,204995.00,201292.00,197060.00,23.70,20.01,0.38,1.06,42.84,18.58,13.81,,,,93.12,42.82,33.40,,,,79.06,37.25,28.47,,,,130.50,42.11,30.47,,,,,,,,,,25.33,14.65,14.23,,,
A268600,Cellivery Therapeutics Inc.,Health Care,South Korea,KOSDAQ,429.87,32100.00,-26.54,-20.15,-68.19,77.10,,,20.97,,,28906.50,32584.33,37608.75,46411.80,56583.50,70.45,76.29,-1.02,,408.47,,-4.97,,,,59.27,,89.80,,,,-103.25,,-74.68,,,,62.73,,61.22,,,,,,,,,,90.06,,26.07,,,
A272110,KNJ Co. Ltd.,Information Technology,South Korea,KOSDAQ,69.80,11400.00,-33.53,-27.62,-28.75,,,,,,,13361.50,13993.00,14071.50,14558.60,14859.67,45.26,40.43,,,9.20,-9.12,-3.09,2.50,,,58.19,0.58,61.86,23.14,,,28.21,8.27,12.35,26.67,,,-211.12,11.51,48.16,31.58,,,,,,,,,111.97,24.48,83.52,362.94,,
A274090,Kencoa Aerospace Corporation,Industrials,South Korea,KOSDAQ,100.03,10700.00,-18.32,-23.02,-42.47,,,,,,,13254.00,13032.67,13431.25,14091.00,14266.83,49.72,52.17,,,72.79,8.68,23.63,,,,85.35,266.76,146.77,,,,-508.05,-13.17,5.88,,,,110.36,61.14,27.52,,,,,,,,,,-37.94,-14.99,-3.36,,,
A277070,Lindeman Asia Investment Co. Ltd.,Financials,South Korea,KOSDAQ,47.97,4720.00,-14.95,-17.91,-29.00,0.94,,,0.31,,,5254.65,5307.70,5553.02,5759.46,5959.22,39.87,37.50,3.17,0.89,40.19,37.75,25.90,,,,,,,,,,42.49,40.21,28.21,,,,4.17,11.93,13.57,,,,,,,,,,9.01,8.61,8.17,,,
A278280,Chunbo Co. Ltd.,Materials,South Korea,KOSDAQ,1657.83,216100.00,-38.01,-29.65,5.25,203.28,,,44.70,,,275641.00,288364.67,290097.00,278763.60,261662.00,51.19,50.53,-2.32,0.14,74.66,41.67,31.26,30.43,,,68.02,36.44,23.25,27.71,,,68.57,36.73,23.09,27.25,,,60.07,37.81,24.58,28.35,,,,,,,,,27.01,16.37,38.65,35.86,,
A278650,KNOTUS Co.Ltd,Health Care,South Korea,KOSDAQ,447.78,8250.00,159.16,156.03,166.61,,,,,,,6891.63,5646.64,4948.65,4598.90,4353.69,125.71,165.19,-0.53,0.27,10.05,18.27,20.04,41.99,,,27.95,23.84,15.27,28.29,,,-3.38,11.62,8.22,30.31,,,18.13,52.89,40.26,32.13,,,,,,,,,18.63,23.06,46.77,54.69,,
A279600,MediaZen Inc.,Information Technology,South Korea,KOSDAQ,37.82,10450.00,-34.89,-35.29,-43.05,-0.48,,,-0.16,,,11712.50,12597.00,13099.00,13637.00,13797.33,51.87,47.85,-22.39,,3.33,,,,,,240.73,,,,,,-11.76,,,,,,3.24,,,,,,,,,,,,110.05,,,,,
A280360,Lotte Confectionery Co. Ltd.,Consumer Staples,South Korea,KOSE,572.16,115500.00,-4.15,-4.94,-15.19,-27.31,,,-10.08,,,117270.00,118540.00,120452.50,124058.00,127735.00,21.33,21.26,,1.39,3.34,1.24,8.18,,,,-3.12,5.56,23.76,,,,1.88,2.28,6.66,,,,-14.86,-4.25,55.04,,,,,,,,,,9.10,6.80,4.46,,,
A281310,Bio-Synectics Inc.,Health Care,South Korea,XKON,16.42,7600.00,-3.68,-6.17,9.99,-34.76,,,-14.58,,,8013.90,8513.87,8194.30,7805.64,7626.00,55.91,29.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A281740,Lake Materials Co. Ltd.,Materials,South Korea,KOSDAQ,225.98,4450.00,-18.50,-14.42,-3.89,,,,,,,4705.25,4756.13,4708.07,4719.66,4594.05,39.84,32.63,,,76.08,53.24,,,,,344.47,184.76,,,,,159.06,82.78,,,,,809.54,220.33,,,,,,,,,,,43.64,44.41,,,,
A282330,BGF retail CO. LTD.,Consumer Staples,South Korea,KOSE,2529.08,189500.00,30.24,35.36,14.76,4.19,,,1.38,,,179215.00,169890.00,169177.50,169554.00,170555.00,30.21,31.15,,1.58,9.70,6.79,5.49,,,,19.34,-0.80,0.69,,,,12.00,5.56,4.90,,,,20.32,-1.24,-1.44,,,,,,,,,,17.67,16.23,18.08,,,
A282880,COWINTECH Co. Ltd.,Industrials,South Korea,KOSDAQ,183.55,24400.00,-21.67,-21.54,11.57,,,,,,,29130.00,29219.40,28953.15,27742.32,26965.69,51.65,44.08,0.11,0.41,134.48,8.04,11.45,,,,952.57,-43.66,-14.29,,,,95.68,-16.09,4.62,,,,119.16,-42.94,-18.59,,,,,,,,,,-10.50,-7.61,61.30,,,
A284740,CUCKOO Homesys Co. Ltd,Consumer Discretionary,South Korea,KOSE,487.64,28150.00,-28.19,-28.64,-34.93,-36.17,,,-13.89,,,33379.50,34888.33,36665.00,37991.40,39377.33,28.85,29.61,,2.31,13.55,16.01,28.72,,,7.47,53.51,24.67,47.28,,,11.38,18.57,18.86,31.42,,,11.99,104.15,53.18,64.13,,,17.68,,,,,,,28.40,21.87,20.16,,,11.41
A285490,NOVATECH Co. Ltd.,Industrials,South Korea,KOSDAQ,250.29,31850.00,-24.53,-24.08,-14.06,275.43,,,55.36,,,36412.00,37528.79,36264.21,36001.09,36743.29,41.07,39.71,-0.11,0.47,33.37,86.09,51.78,46.40,,,12.30,144.18,70.28,48.27,,,23.70,114.28,69.51,54.64,,,84.59,187.85,80.75,54.98,,,,,,,,,65.36,106.38,57.83,66.01,,
A285770,Life Science Technology Inc.,Health Care,South Korea,XKON,3.64,1390.00,-12.85,-15.24,-44.40,-66.10,,,-32.97,,,1621.10,1831.03,1955.95,2083.24,2191.82,78.27,94.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A286000,CNT Dream Co.Ltd.,Consumer Staples,South Korea,XKON,11.25,3210.00,-52.79,-51.80,-60.81,,,,,,,5233.85,5809.70,6248.27,6651.46,6993.38,49.57,50.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A286750,NANOBRICK Co. Ltd.,Materials,South Korea,KOSDAQ,32.65,2065.00,-47.59,-47.98,-45.92,,,,,,,2637.40,2920.15,3035.32,3121.58,3255.26,52.85,54.40,-19.92,,8.20,13.99,15.74,,,,-45.90,-45.57,-44.28,,,,28.98,106.73,67.69,,,,-190.84,-55.82,-43.24,,,,,,,,,,1090.44,544.59,85.18,,,
A286940,Lotte Data Communication Company,Information Technology,South Korea,KOSE,307.99,26350.00,-27.11,-32.95,-33.12,-29.67,,,-11.06,,,33214.50,34410.33,35143.50,35964.40,36699.17,29.94,29.64,,2.66,9.47,4.87,4.64,,,,2.44,-1.74,0.60,,,,9.79,0.60,2.10,,,,16.02,-20.32,9.61,,,,,,,,,,0.52,3.69,6.54,,,
A288330,Bridge Biotherapeutics Inc.,Health Care,South Korea,KOSDAQ,139.36,9080.00,-36.06,-30.95,-30.95,,,,,,,11423.20,11979.13,12062.85,12205.28,12445.23,46.50,49.92,-0.63,,-69.65,-81.83,,,,,34.80,553.92,18.61,59.88,,,-166.40,-81.69,212.22,166.88,,,36.63,345.42,-13.59,66.01,,,,,,,,,-27.35,-24.27,-4.26,101.54,,
A288490,NARASOFT Co.Ltd.,Communication Services,South Korea,XKON,4.13,145.00,-45.49,-9.94,-9.94,-85.35,,,-47.26,,,169.70,199.77,226.56,265.31,258.46,74.78,74.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A288980,Moadata Co. Ltd.,Information Technology,South Korea,KOSDAQ,96.27,23050.00,,,,,,,,,,,,,,,107.69,107.69,-13.13,,42.49,50.08,88.33,,,,-12.18,13.05,48.66,,,,38.22,55.57,78.71,,,,-48.25,-23.36,11.82,,,,,,,,,,243.64,160.25,139.01,,,
A290380,Dae Yu Co. Ltd.,Materials,South Korea,KOSDAQ,85.82,4495.00,-22.27,-35.88,-42.29,-39.90,,,-15.60,,,5469.15,5722.23,6021.77,6537.30,7060.46,68.11,67.83,0.01,,,10.64,8.12,6.64,7.70,8.23,,9.87,-2.95,4.66,6.39,18.12,,6.93,4.78,5.32,7.16,12.21,,14.80,2.24,9.62,9.78,17.42,,,,,,,19.49,11.57,8.99,26.02,30.44,27.80
A290510,Koreacenter.Co.Ltd.,Consumer Discretionary,South Korea,KOSDAQ,442.93,5040.00,-24.44,-25.00,-42.27,,,,,,,6162.00,6335.13,6574.45,6919.08,7134.53,41.33,46.46,-47.27,,12.02,16.18,21.41,26.42,25.53,,0.83,26.96,21.69,45.77,27.99,,24.55,-12.86,35.08,23.54,24.88,,-40.24,21.90,25.93,23.69,19.24,,,,,,,,102.10,45.30,78.99,29.92,23.00,
A290650,L&C Bio Co. Ltd,Health Care,South Korea,KOSDAQ,555.56,31700.00,-13.39,-10.70,-8.78,352.81,,,65.36,,,36024.50,35491.67,35524.00,35563.20,34878.67,39.83,45.42,0.27,0.16,38.53,25.17,29.07,,,,79.81,20.75,33.97,,,,45.46,23.46,28.59,,,,27.76,38.04,38.43,,,,,,,,,,45.63,20.29,16.99,,,
A290660,Neofect Co.Ltd,Health Care,South Korea,KOSDAQ,31.14,2095.00,-33.17,-36.61,-45.65,-60.62,,,-26.68,,,2584.15,2763.33,2857.57,3031.58,3141.47,42.16,38.99,-50.40,,24.34,37.15,60.01,63.54,,,-44.11,-23.22,15.38,17.84,,,147.36,39.14,14.36,46.31,,,-66.39,-43.57,-19.40,-3.15,,,,,,,,,-65.90,-44.09,-63.44,-37.30,,
A290670,Daebo Magnetic Co.Ltd.,Industrials,South Korea,KOSDAQ,249.96,41350.00,0.00,-20.48,21.62,86.26,,,23.02,,,49674.50,49172.33,45030.25,43164.60,41695.83,54.07,62.79,1.60,,171.69,34.09,27.68,50.06,,,-560.92,11.27,11.08,32.96,,,166.51,7.37,9.05,34.45,,,-534.10,14.90,14.04,32.57,,,,,,,,,35.65,30.30,24.39,88.03,,
